#gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	ENTREZID
IFT88	5.41694646556726e-11	0.512750795752886	0.329	0.266	1.84317020437392e-06	8100
ELF2	2.21353879701823e-13	0.512313125575606	0.409	0.347	7.53178711073423e-09	1998
AMOTL1	2.42187507353236e-07	0.512241001530516	0.211	0.162	0.00824067212520121	154810
TMEM220-AS1	1.69261694433331e-08	0.512063067529487	0.227	0.171	0.000575929841478852	101101775
SHB	1.22455445553554e-16	0.511181309594148	0.243	0.143	4.16666899040522e-12	6461
ELL2	2.38860899072125e-18	0.510569100964499	0.759	0.724	8.12748095182812e-14	22936
GFOD2	7.23435141877214e-17	0.51040567162557	0.182	0.086	2.46156041375141e-12	81577
HSPA1A	0.167370002984099	0.509365749759841	0.166	0.164	1	3303
GTF2E2	1.71972767713716e-15	0.508834651018621	0.195	0.102	5.85154539422688e-11	2961
ADAMTSL2	4.82869858493003e-17	0.507715072519421	0.105	0.025	1.64301298050829e-12	9719
LINC01093	1.02427901040995e-27	0.507655086191695	0.118	0.008	3.48521176082091e-23	100506229
MYCBP2	1.22652570430365e-19	0.507411820824875	0.43	0.327	4.17337636146361e-15	23077
TRPM7	5.00142958364301e-22	0.505925911957011	0.606	0.54	1.70178643013037e-17	54822
LINC01151	4.00855410897267e-19	0.505503461879374	0.187	0.077	1.36395062111904e-14	104266958
CYP4F3	1.66500484363295e-32	0.504778935246238	0.657	0.556	5.66534548094547e-28	4051
CTIF	1.37428940223041e-13	0.504561707267814	0.436	0.376	4.67615712002919e-09	9811
CFHR4	3.7323350709717e-08	0.504306190254596	0.317	0.27	0.00126996433124883	10877
NNT	2.65811527914356e-18	0.504165123596249	0.359	0.257	9.04450304881388e-14	23530
MT1X	4.00381583745108e-31	0.503630560244077	0.162	0.026	1.3623383768511e-26	4501
RAB27A	1.36694692145712e-11	0.503599483999451	0.266	0.189	4.65117359495001e-07	5873
LINC00886	3.91772172869009e-06	0.503365028370774	0.279	0.241	0.133304399540409	730091
PTPRJ	9.73963422895379e-18	0.502904226671016	0.529	0.451	3.31400794274382e-13	5795
SEC24D	4.92684199893539e-16	0.501599362725992	0.268	0.169	1.67640725855776e-11	9871
CAT	5.62887977456863e-14	0.500290759513926	0.41	0.347	1.91528263209472e-09	847
NAT1	5.05721936884484e-31	0.499845245379541	0.162	0.029	1.72076946244314e-26	9
CPEB2	2.74849569992833e-14	0.498879007879494	0.252	0.16	9.35203146857614e-10	132864
PDGFC	5.09822105482717e-15	0.498410315743229	0.336	0.249	1.73472069611549e-10	56034
LRRFIP1	3.78719022736377e-17	0.497332130595326	0.442	0.367	1.2886293467628e-12	9208
FBXO21	8.34322155024584e-11	0.496745034264569	0.298	0.234	2.83886456468665e-06	23014
MRTFB	4.46335749689772e-19	0.496473928583147	0.424	0.332	1.51870202189442e-14	57496
NFE2L2	4.63418184337722e-09	0.49642703332087	0.418	0.383	0.000157682671402753	4780
REV3L	1.07761324862626e-22	0.495219949136755	0.436	0.321	3.66668683977572e-18	5980
HMBOX1	1.54785214952575e-13	0.495036705406159	0.3	0.214	5.2667217239763e-09	79618
PTK2B	1.05588285037349e-23	0.494912960459894	0.161	0.047	3.59274698668085e-19	2185
ERGIC1	6.90312832110991e-10	0.49353000983144	0.438	0.397	2.34885844254086e-05	57222
ABHD18	3.67572509773688e-07	0.492078104474412	0.285	0.24	0.0125070222175595	80167
MME	1.94189150223653e-32	0.492047899673477	0.252	0.084	6.60748002551e-28	4311
NLGN4Y	8.078298022953e-27	0.491924749142383	0.168	0.041	2.74872168528999e-22	22829
ADH6	2.86902665767191e-11	0.491264039315421	0.269	0.194	9.76215010539443e-07	130
SLC25A25	9.01579712746419e-09	0.488558465177429	0.282	0.224	0.000306771513059097	114789
TNKS	1.20168057582953e-18	0.488181812270171	0.496	0.421	4.08883832731757e-14	8658
RYBP	4.16115827476364e-06	0.488114641833929	0.324	0.294	0.141587571457108	23429
ABCD3	1.8745852945093e-21	0.487200264732649	0.584	0.526	6.37846392309734e-17	5825
SIK3	1.29031221812063e-20	0.486967805648826	0.804	0.732	4.39041635337725e-16	23387
TEX41	7.03205904056246e-05	0.485338779614788	0.106	0.07	1	401014
XAF1	2.82099559530841e-28	0.484053009456588	0.172	0.04	9.59871961259639e-24	54739
PTPRD	5.67138251795837e-20	0.483941609617146	0.198	0.086	1.92974461556051e-15	5789
IL4R	6.01246050468344e-10	0.48375759534045	0.262	0.195	2.04579981132359e-05	3566
PTPN3	1.05093592632504e-13	0.483650963508607	0.368	0.297	3.57591458291358e-09	5774
INTS6	3.4616242330186e-12	0.483256320711305	0.394	0.329	1.17785226152691e-07	26512
GNE	2.3377832954384e-22	0.481008301644099	0.201	0.083	7.95454144105872e-18	10020
EEPD1	1.37906231549714e-07	0.480061634296815	0.448	0.44	0.00469239743471056	80820
DECR1	3.4564274812341e-12	0.479869750301636	0.354	0.284	1.17608401476471e-07	1666
AKAP6	9.30281972582915e-15	0.479785721801687	0.217	0.125	3.16537743991063e-10	9472
PANK1	1.14080978430454e-14	0.479617830943979	0.322	0.232	3.88171937207462e-10	53354
OSBPL11	2.20253476662064e-11	0.476889887646949	0.219	0.145	7.49434479690338e-07	114885
CFHR2	1.31879059042151e-11	0.476338226971071	0.339	0.272	4.48731686296824e-07	3080
TGM2	2.22716594819623e-16	0.476267755188085	0.153	0.063	7.57815485533249e-12	7052
TTC39B	9.38372797316846e-19	0.475091031679176	0.164	0.065	3.1929072801503e-14	158219
USP15	1.25321582213078e-15	0.473679525997439	0.457	0.393	4.2641921563822e-11	9958
LMBRD1	9.54259278820897e-18	0.471692630370359	0.305	0.196	3.24696262211598e-13	55788
H6PD	1.94541904801987e-14	0.471638029463551	0.266	0.176	6.61948285279242e-10	9563
SLFNL1-AS1	2.16497001032305e-20	0.470709976800758	0.139	0.04	7.36652695712522e-16	100507178
SEC16B	2.8571563091052e-09	0.469861415174006	0.402	0.366	9.72176005736135e-05	89866
MACO1	5.77687486390874e-10	0.469654232107175	0.285	0.222	1.96563944119359e-05	55219
CFAP161	5.76850683328893e-23	0.469600659154871	0.126	0.024	1.96279213509489e-18	161502
EPB41L4A	9.86436904842795e-19	0.468074143342123	0.117	0.029	3.35645021241809e-14	64097
LIMD1	6.07045201206019e-10	0.467006900893796	0.292	0.224	2.0655320016236e-05	8994
LDHB	5.85714714555541e-22	0.466107050513729	0.116	0.022	1.99295288774668e-17	3945
FTX	3.70665032154087e-45	0.466023233821531	0.797	0.716	1.2612248384075e-40	100302692
GBP7	8.54787991046242e-28	0.464741394856042	0.137	0.02	2.90850161833394e-23	388646
ESRRG	2.35970336957195e-21	0.463268882626227	0.175	0.061	8.02912668530553e-17	2104
IL1RAP	0.0245168504064929	0.461692670887138	0.486	0.52	1	3556
LINC01237	4.25660075508175e-24	0.461406580797852	0.145	0.035	1.44835097292411e-19	101927289
LINC00862	6.21833524453904e-06	0.460730858042674	0.307	0.276	0.211585075030685	554279
AGXT2	2.0467472908477e-25	0.460422429457894	0.204	0.073	6.9642623318384e-21	64902
RCAN1	1.27518555032303e-11	0.460134842280732	0.169	0.096	4.33894635352913e-07	1827
TM7SF3	6.13479457373782e-11	0.459240652141411	0.312	0.242	2.08742520166003e-06	51768
PNN	1.40099870275994e-15	0.458410587123826	0.427	0.347	4.76703818601097e-11	5411
KYNU	2.56791756705852e-11	0.45747490492826	0.466	0.416	8.73759631367332e-07	8942
SLC66A2	6.40490777883441e-09	0.457294847492366	0.374	0.332	0.00021793339208262	80148
USP43	1.36283608948681e-20	0.456379849086034	0.118	0.025	4.63718607808781e-16	124739
ACVR1	1.69688583066553e-06	0.455589116340256	0.386	0.367	0.0577382372742254	90
ARMH1	1.92822804836135e-23	0.455556504639482	0.132	0.027	6.56098875735433e-19	339541
JUN	2.60332548923174e-09	0.45509736145336	0.211	0.142	8.85807530965993e-05	3725
MAPRE2	9.25544082344066e-22	0.454914307643897	0.153	0.045	3.14925629458392e-17	10982
SLC38A2	1.23261887163373e-09	0.454873201857822	0.353	0.296	4.19410897262094e-05	54407
AZGP1	2.23905473403689e-17	0.454457549297345	0.455	0.373	7.61860763803392e-13	563
TBC1D1	1.30454836664729e-10	0.452920695592536	0.229	0.157	4.43885627235408e-06	23216
FEM1C	4.32048802166708e-07	0.45276328175117	0.151	0.102	0.0147008925425244	56929
ASCC3	4.54091427249211e-19	0.452543236955394	0.432	0.326	1.54509149035816e-14	10973
ADCY10	8.00517481924147e-22	0.450837571383641	0.135	0.034	2.7238407839951e-17	55811
SVIL	1.78051927938938e-07	0.45078981900763	0.39	0.359	0.00605839490005032	6840
C11orf54	4.83906765661803e-11	0.450266382519365	0.297	0.23	1.64654116084085e-06	28970
SRRM2	4.10525222895565e-34	0.450191179298883	0.668	0.575	1.39685312342445e-29	23524
STEAP3	1.51979394067804e-22	0.450114737803446	0.181	0.066	5.1712508625511e-18	55240
AKAP13	1.29390743942355e-22	0.450067758145895	0.649	0.585	4.40264945338257e-18	11214
ALPK1	3.35512800287578e-20	0.448719085239096	0.135	0.039	1.14161585425851e-15	80216
CRY1	5.32597596946675e-08	0.447975551822332	0.238	0.181	0.00181221658337076	1407
SSBP3	3.25888030134237e-11	0.447572376805001	0.309	0.234	1.10886661133476e-06	23648
WBP1L	0.00088088293628577	0.447190189959646	0.234	0.214	1	54838
TSKU	1.57119732348755e-23	0.446936569368867	0.133	0.027	5.34615601289873e-19	25987
C1S	4.83196168795234e-26	0.446592450812642	0.407	0.264	1.64412328394266e-21	716
PROZ	4.20011297772984e-20	0.446280930350287	0.161	0.059	1.42913044180236e-15	8858
GNAO1	1.01188799558584e-23	0.444322212156129	0.117	0.016	3.44305009378039e-19	2775
PHF8	4.5613665184832e-09	0.443929445501326	0.35	0.298	0.000155205057157909	23133
RPH3AL	0.000707596664431051	0.443822152906403	0.292	0.278	1	9501
HPN	2.01446803674106e-26	0.443619314816975	0.789	0.701	6.85442894181513e-22	3249
RNF19A	3.38382231221151e-17	0.443233015843529	0.37	0.273	1.15137937995309e-12	25897
CLDN14	1.50890768828993e-11	0.443043846302078	0.278	0.202	5.13420930017531e-07	23562
KLF9	4.84056833924189e-16	0.44220724202507	0.213	0.117	1.64705178311045e-11	687
FGF14	3.69250525987945e-17	0.442182996694013	0.1	0.022	1.25641183972658e-12	2259
AHI1	1.78030387246462e-20	0.441624784360828	0.318	0.196	6.05766195644811e-16	54806
CYP39A1	7.57865963311988e-08	0.44129969391609	0.151	0.1	0.00257871472676537	51302
GLIS3	1.01420066889725e-13	0.440071292916118	0.537	0.468	3.4509191959898e-09	169792
SIAH2-AS1	2.1612635210966e-10	0.440045107362261	0.108	0.05	7.35391525688328e-06	105374155
TCIM	6.88141865797148e-20	0.439753713347829	0.131	0.035	2.34147151256137e-15	56892
SOX5	1.62930419252896e-36	0.439459282582845	0.925	0.851	5.54387044549905e-32	6660
PC	4.00722764011778e-15	0.438914790722031	0.323	0.221	1.36349927682648e-10	5091
RORC	4.2377392064478e-08	0.438910932688345	0.279	0.229	0.00144193314238593	6097
GK	0.0713207190976713	0.438548473343443	0.265	0.27	1	2710
HPS5	7.61054207358024e-09	0.43798721099787	0.153	0.093	0.000258956304595641	11234
SOX2-OT	3.46175029426256e-09	0.437806858866374	0.18	0.116	0.000117789515512578	347689
PTS	3.74244370087976e-09	0.437411734671958	0.188	0.126	0.000127340389366135	5805
GFRA1	7.499287218992e-06	0.437252305701451	0.204	0.16	0.255170746913422	2674
CDH23	2.66219766246776e-11	0.436726456910116	0.134	0.068	9.0583937663128e-07	64072
PROSER2	1.87212773619449e-11	0.436246286454818	0.261	0.183	6.37010183517536e-07	254427
GNG12	1.45320829178855e-11	0.435914392157257	0.193	0.119	4.94468653363972e-07	55970
FPGS	7.49272363754238e-06	0.435179362728714	0.142	0.098	0.254947414491017	2356
PLGLB1	1.95312868728839e-23	0.434901438245953	0.167	0.053	6.64571567136747e-19	5343
SLC17A4	2.30486884279903e-07	0.434825349654657	0.273	0.224	0.00784254672450798	10050
DUSP1	3.02609285895968e-25	0.434793220691744	0.214	0.08	1.02965835618962e-20	1843
REPS2	8.41168502837253e-11	0.434524169061754	0.22	0.15	2.86215994775404e-06	9185
RAB6A	0.00535079859988332	0.434411267112914	0.328	0.324	1	5870
NOTCH2	1.20847969940557e-11	0.434190726497959	0.237	0.158	4.11197302519738e-07	4853
CDH1	0.00163721368349128	0.434027055253653	0.366	0.369	1	999
RESF1	0.00761533167349842	0.433252285241841	0.249	0.241	1	55196
QKI	1.35038200128071e-16	0.433071310328281	0.504	0.444	4.59480979755775e-12	9444
CALD1	3.38954565868705e-20	0.432391593384327	0.672	0.629	1.15332680582486e-15	800
DTX1	4.78170565539521e-18	0.431976934689445	0.12	0.033	1.62702316630478e-13	1840
PROX1-AS1	1.39230714897253e-06	0.431698816224481	0.434	0.417	0.0473746430509394	100505832
WDFY2	4.70644577426561e-13	0.431616346738577	0.268	0.182	1.60141523915162e-08	115825
MIR3936HG	1.31835948202824e-10	0.431255826059074	0.265	0.195	4.48584997354928e-06	553103
DNAJC25	1.67505779086795e-07	0.430886690061693	0.218	0.165	0.00569955163920728	548645
LPIN1	2.05926734280326e-18	0.430512271924495	0.222	0.113	7.00686306062236e-14	23175
ABCA1	4.29169053426992e-11	0.429002417096351	0.644	0.644	1.46029062119068e-06	19
ARHGEF12	2.499624350029e-18	0.42739116180477	0.619	0.561	8.50522181340866e-14	23365
PHYKPL	5.8394450513723e-10	0.426720925085192	0.296	0.23	1.98692957317994e-05	85007
MUC3A	1.51593601104644e-22	0.426342316095741	0.151	0.041	5.15812387118662e-18	4584
SLC35D1	9.9026933716919e-09	0.426179431961306	0.265	0.207	0.000336949044665189	23169
SLC25A37	2.68315902209916e-21	0.426089721100488	0.147	0.042	9.12971688859461e-17	51312
NBPF12	9.9591796870376e-05	0.4249275662965	0.328	0.313	1	149013
DNAJC22	7.71463268506098e-14	0.424495403094466	0.228	0.137	2.62498091741885e-09	79962
VPS35L	3.78748851136816e-17	0.424212518219086	0.169	0.072	1.28873084087813e-12	57020
TNFRSF1B	1.93992129064596e-22	0.422772935477556	0.121	0.022	6.60077618355195e-18	7133
SCLT1	8.00414515869298e-22	0.422513986462232	0.16	0.051	2.72349043169687e-17	132320
STEAP2-AS1	2.01777755435221e-12	0.42245475105313	0.124	0.054	6.86568990643884e-08	100874100
RALGAPA2	1.89742125341494e-30	0.422289793139535	0.776	0.675	6.45616555686968e-26	57186
FAXDC2	6.01181085482736e-09	0.421876400911695	0.219	0.154	0.000204557876146356	10826
ABCB1	2.77699588635183e-26	0.42134136545624	0.181	0.054	9.44900620290072e-22	5243
CTNND1	3.10344099005424e-18	0.420972308048412	0.6	0.536	1.05597683127586e-13	1500
PHYHD1	2.63687151673516e-22	0.4196939007627	0.114	0.018	8.97221902284304e-18	254295
SLC6A13	5.14595987203619e-22	0.419446432686581	0.136	0.034	1.75096430605903e-17	6540
MACF1	7.31867386125503e-28	0.419425256018049	0.674	0.607	2.49025196803064e-23	23499
DISP1	8.10804550611283e-08	0.419283791939938	0.211	0.154	0.00275884356390995	84976
FTCDNL1	2.73999218567471e-12	0.419109770699881	0.182	0.105	9.32309741097677e-08	348751
EHBP1	1.63220337149465e-23	0.418864514242071	0.817	0.733	5.55373519184771e-19	23301
TSPAN9	6.54910979353868e-11	0.417676154363886	0.524	0.484	2.22840009834947e-06	10867
MASP2	1.03560663332246e-11	0.41724187192453	0.199	0.123	3.52375513054301e-07	10747
RTTN	0.0282978282280454	0.416337062284862	0.297	0.3	1	25914
LINC01322	0.0343186438785708	0.415797643910325	0.148	0.136	1	103695433
SHTN1	6.22798589791458e-18	0.414664454904472	0.457	0.364	2.11913448162442e-13	57698
KIF1B	4.43599665506956e-13	0.414061571421693	0.388	0.307	1.50939222185397e-08	23095
GLS2	1.29738967697371e-20	0.413852249743898	0.121	0.027	4.41449811487073e-16	27165
ARHGAP29	9.29688789046215e-10	0.413001051478926	0.376	0.322	3.16335907360865e-05	9411
UACA	1.78543505186967e-08	0.411915783629328	0.276	0.218	0.000607512130749173	55075
DOCK10	2.03394806861244e-19	0.41179458193022	0.141	0.042	6.9207116982607e-15	55619
LARGE1	2.11749731655081e-17	0.411775760592702	0.67	0.615	7.2049963692958e-13	9215
NAV2	2.18532976741269e-26	0.411679576133719	0.647	0.529	7.43580306659842e-22	89797
RAB17	5.03827661171285e-11	0.41108282844576	0.205	0.131	1.71432399990142e-06	64284
STOM	9.19687576220376e-07	0.410462300431401	0.188	0.138	0.0312932894684745	2040
SLC39A8	4.21397840836805e-13	0.410105126494059	0.122	0.051	1.43384829323131e-08	64116
SPAG9	2.72282364487574e-08	0.409934764511684	0.449	0.415	0.000926467973405419	9043
TOM1L1	5.63295430041667e-08	0.409360694259382	0.345	0.304	0.00191666903025978	10040
CREM	0.00085833438597399	0.408890181861989	0.238	0.217	1	1390
FAM184A	3.97840703298824e-05	0.408773758238531	0.25	0.218	1	79632
CHP1	3.40527582933101e-09	0.408669541154973	0.265	0.202	0.000115867915368817	11261
LMO7	3.21390221645726e-11	0.40836560555789	0.456	0.404	1.09356236817175e-06	4008
CDYL2	1.98347544078134e-18	0.408176665818976	0.13	0.039	6.74897353480258e-14	124359
LINC-PINT	2.63220322977464e-18	0.407810719102222	0.134	0.043	8.95633470963119e-14	378805
ZC3H12C	3.29470040761322e-16	0.407443165572753	0.145	0.057	1.12105476069448e-11	85463
ATOH8	9.51049141594162e-19	0.407259423302531	0.107	0.023	3.2360398091883e-14	84913
GADD45A	2.28686164153466e-17	0.407147525101604	0.134	0.044	7.78127542148583e-13	1647
SLC6A1	4.63315980082804e-11	0.406859366787101	0.45	0.399	1.57647895382975e-06	6529
SMARCA2	1.42126964029804e-10	0.405331208452004	0.348	0.286	4.8360120780781e-06	6595
LRMDA	5.94463737700059e-33	0.404961725074657	0.948	0.872	2.02272231389822e-28	83938
CYP3A7	0.131515790536371	0.404923520932083	0.129	0.117	1	1551
DSE	1.08247212835249e-10	0.404621774947157	0.141	0.075	3.68321966393217e-06	29940
PNPLA3	6.55140545218743e-09	0.404603929678447	0.52	0.502	0.000222918121916129	80339
FAM107B	4.40950790141053e-07	0.404231443559303	0.384	0.347	0.0150037915853395	83641
SLC51A	1.00788851266299e-16	0.403937012884115	0.127	0.042	3.42944145318709e-12	200931
PLEKHG1	1.73148341483849e-15	0.403804559241401	0.254	0.155	5.89154546732944e-11	57480
SPTBN2	1.11702924879022e-17	0.403618292804223	0.123	0.037	3.80080372193362e-13	6712
SEMA6D	0.00203413403500949	0.403098665151539	0.105	0.078	1	80031
LUC7L2	1.34330675759729e-18	0.402118606165046	0.498	0.427	4.57073557340052e-14	51631
CAST	6.8574078758534e-18	0.401496739844729	0.383	0.284	2.33330160383788e-13	831
PPFIBP1	5.62249417520824e-09	0.401007478225896	0.312	0.252	0.000191310986805635	8496
ACOX1	7.80876139501933e-07	0.399728703711783	0.465	0.46	0.0265700915226928	51
GAS2	4.90387630576392e-21	0.399619059317631	0.703	0.637	1.66859295179923e-16	2620
IYD	6.04263634061516e-25	0.398716089247347	0.125	0.019	2.05606744125772e-20	389434
C1RL	4.61415545522925e-12	0.398266255760882	0.268	0.191	1.57001253519631e-07	51279
ABCC2	8.61807720319985e-22	0.397660244780379	0.641	0.58	2.93238694916078e-17	1244
AFF3	2.39406270037721e-17	0.395807082067166	0.32	0.189	8.1460377443035e-13	3899
CPEB4	2.80515038798123e-10	0.395583934930903	0.546	0.517	9.54480471014492e-06	80315
IL6ST	9.48135410229227e-16	0.395285072071717	0.48	0.407	3.22612554684597e-11	3572
PPP2CB	1.05138932621534e-16	0.395145169753182	0.181	0.085	3.57745732138031e-12	5516
DIO1	1.27787872062542e-23	0.393931488009396	0.158	0.043	4.34811013480004e-19	1733
UBR4	1.84110414996781e-12	0.393321522338441	0.341	0.26	6.26454098068049e-08	23352
MT1E	3.23329436414528e-26	0.392563580297529	0.144	0.026	1.10016074034407e-21	4493
PTCHD1-AS	1.02193733410405e-15	0.391017001786907	0.123	0.04	3.47724397302244e-11	100873065
RBM25	5.26955012999202e-16	0.391013834108008	0.672	0.625	1.79301712723109e-11	58517
FLVCR2	8.29602706315469e-07	0.390528210436724	0.244	0.196	0.0282280616850902	55640
PNPLA7	8.02934190217947e-11	0.389795118018607	0.164	0.095	2.73206387563559e-06	375775
CRYZ	1.31035190275758e-09	0.389058521466095	0.187	0.121	4.45860338432295e-05	1429
DPH6-DT	0.000522702621349665	0.389007440495772	0.172	0.141	1	100507466
SETD7	1.77357172862345e-10	0.388616050926245	0.181	0.11	6.03475516381416e-06	80854
HIPK2	9.98015071511923e-12	0.387585766066478	0.531	0.497	3.39584608232647e-07	28996
DIXDC1	7.13475543398513e-08	0.387514437494092	0.159	0.103	0.00242767188396778	85458
RNLS	1.59082795342408e-23	0.387054121056926	0.157	0.042	5.41295119432078e-19	55328
PRKN	3.7033438389078e-20	0.38680375063579	0.483	0.362	1.26009977462677e-15	5071
CCDC18	2.53977181166103e-14	0.386203262815897	0.158	0.074	8.64182756635781e-10	343099
MRPS6	0.000208216699226162	0.384636119182089	0.176	0.144	1	64968
DENND4A	1.49660118773477e-09	0.384583131202032	0.514	0.498	5.09233520138632e-05	10260
HSD17B7	9.83814377997458e-07	0.384016395291903	0.199	0.148	0.0334752680257415	51478
ACADM	4.67785036064911e-14	0.383506634119201	0.252	0.163	1.59168536371447e-09	34
ZNF438	1.50824558489472e-05	0.383251154225765	0.221	0.18	0.513195642716276	220929
SPSB1	1.42880327816896e-12	0.382824875407813	0.1	0.035	4.86164603429771e-08	80176
TNFRSF10B	1.93998147260303e-07	0.38178986836566	0.186	0.129	0.00660098095867907	8795
KIAA0825	3.04319193759634e-09	0.381060904240408	0.168	0.105	0.000103547648868653	285600
KIFC3	8.32188760542338e-06	0.380548375150298	0.334	0.299	0.283160547662136	3801
OTC	6.58116544313603e-22	0.380080764215133	0.137	0.033	2.23930735368146e-17	5009
CES2	2.82146627239704e-15	0.3795202417212	0.2	0.105	9.60032113845818e-11	8824
CEP57	9.09382065449108e-12	0.379271470951507	0.241	0.163	3.09426341589713e-07	9702
CADPS2	8.35381369297545e-34	0.378851444455013	0.333	0.137	2.84246864717183e-29	93664
AKR1C4	1.57213195782751e-18	0.378484778452139	0.209	0.097	5.3493361997039e-14	1109
TKFC	3.21627380231732e-12	0.378369483860322	0.177	0.101	1.09436932397649e-07	26007
TP53BP2	0.219146916381162	0.378200065870283	0.232	0.239	1	7159
TLE4	1.43693664698404e-16	0.377584025930525	0.11	0.03	4.8893206350279e-12	7091
ANKRD44	6.44209638581219e-21	0.377157096642558	0.202	0.083	2.19198771623646e-16	91526
KDM4B	0.000315865186984615	0.376847582845558	0.392	0.398	1	23030
CAPN12	0.302288267722486	0.376643278928543	0.26	0.277	1	147968
PFKFB3	4.05270551384941e-08	0.376379510639446	0.162	0.103	0.0013789735781424	5209
PITPNC1	4.67588222419216e-12	0.375764389420665	0.361	0.277	1.59101568560362e-07	26207
TRIM66	9.96611418446666e-19	0.374033872333102	0.25	0.136	3.39107001240662e-14	9866
UBE2D3	3.01054290206177e-08	0.373848389265676	0.392	0.352	0.00102436732785554	7323
ATXN7L1	7.74586698253394e-07	0.371873087054914	0.331	0.285	0.02635608699477	222255
PPM1L	0.0703380017798037	0.371690500445902	0.305	0.3	1	151742
ATF6	7.08719121330022e-06	0.371217922625009	0.483	0.467	0.241148768223753	22926
TTC7B	0.231048871127432	0.371118122423299	0.239	0.25	1	145567
BAZ1A	7.56305928247104e-17	0.371076075682359	0.231	0.123	2.5734065514536e-12	11177
HSDL2	2.37224141256698e-07	0.370952486913415	0.407	0.373	0.0080717886304004	84263
ID2	3.6489704080769e-05	0.370306906024735	0.275	0.244	1	3398
PCM1	3.62679899323549e-14	0.370057252310057	0.439	0.355	1.23405462543831e-09	5108
RBKS	1.78928029088236e-05	0.369851852916786	0.205	0.164	0.608820511775632	64080
IFRD1	1.77062716600805e-09	0.369479388410024	0.225	0.157	6.02473599505899e-05	3475
ULK4	8.8917467771488e-06	0.369411863369624	0.312	0.275	0.302550575839265	54986
NCOA7	7.98171501471417e-19	0.369199095352047	0.195	0.089	2.71585835090664e-14	135112
CNKSR3	5.55526344839258e-07	0.367983709669511	0.43	0.397	0.0189023394095006	154043
ARHGAP32	8.00716857819744e-06	0.367780080690773	0.457	0.444	0.272451918041746	9743
SIMC1	0.19937897940123	0.367631691302918	0.195	0.199	1	375484
MAP3K20	4.33304770712372e-06	0.367519586868661	0.355	0.326	0.147436281282592	51776
TMEM150C	6.57859761096746e-05	0.367480784708894	0.16	0.122	1	441027
ARAP2	6.91053021176244e-14	0.367376675636242	0.191	0.105	2.35137700985429e-09	116984
LEAP2	1.25017833280865e-14	0.367303033697336	0.233	0.143	4.2538567952147e-10	116842
LINC02015	0.000206020091016264	0.366866135299784	0.189	0.153	1	102724550
EPM2A	1.19133594420877e-09	0.366796491312978	0.168	0.103	4.05363968376476e-05	7957
USP9X	7.07686563197306e-09	0.366650493664612	0.534	0.523	0.000240797429993515	8239
LDLRAD4	1.30307366360992e-11	0.365297771118003	0.743	0.709	4.4338384477991e-07	753
USO1	2.65262528656687e-08	0.364633075672276	0.296	0.24	0.000902582280007242	8615
ACOX2	1.57507883972214e-10	0.364424168365007	0.193	0.121	5.35936326003854e-06	8309
SLC25A47	3.66476808856363e-14	0.364014287100309	0.165	0.079	1.24697398981466e-09	283600
ANKRD17	1.40157018513589e-14	0.36348582902156	0.635	0.615	4.76898271194337e-10	26057
GRB14	2.07879587215688e-08	0.363483767877617	0.496	0.458	0.000707331083460099	2888
SULF2	0.000715393789671018	0.363378092230331	0.163	0.133	1	55959
IGFBP2	3.91245057531927e-20	0.363072640203977	0.206	0.086	1.33125043275814e-15	3485
FST	9.25763735730104e-10	0.362703157584069	0.152	0.088	3.15000368719525e-05	10468
ACBD4	2.2782750249948e-09	0.362688787242263	0.155	0.092	7.7520586000473e-05	79777
RNF125	0.00205490873359215	0.362464455484554	0.146	0.121	1	54941
FLG-AS1	0.000781860214808267	0.362209647403075	0.138	0.109	1	339400
KLHL29	6.045714734871e-07	0.361798712095644	0.137	0.085	0.0205711489568721	114818
ARHGEF10L	1.18709216245332e-08	0.361453165488317	0.577	0.575	0.000403919979196365	55160
ABCG2	1.112484803475e-17	0.360997425556291	0.105	0.024	3.78534079230405e-13	9429
OAF	0.00023291552756516	0.360753929577284	0.367	0.357	1	220323
NPAS2	0.0097795451562209	0.359679968124085	0.215	0.195	1	4862
LINC00571	3.20017234217521e-17	0.359529537619109	0.129	0.041	1.08889064114854e-12	100874188
TRIM44	5.36096430632304e-10	0.358655106785295	0.375	0.318	1.82412171486948e-05	54765
ACADSB	8.37974748254883e-06	0.357822476253536	0.373	0.351	0.285129287841207	36
CFDP1	0.000161248921924535	0.35674599542573	0.316	0.29	1	10428
SLC10A7	1.12516262115282e-09	0.356484658922224	0.243	0.173	3.82847833473458e-05	84068
PATJ	2.36282292573739e-10	0.356008245513766	0.507	0.47	8.03974128711404e-06	10207
UBE2B	0.0221200882503766	0.355647559734859	0.258	0.252	1	7320
RDH16	1.08001882477789e-25	0.355599417012522	0.205	0.071	3.67487205318925e-21	8608
CENPC	0.000280221950589226	0.355205014384338	0.187	0.156	1	1060
ATG10	3.56966028150182e-06	0.355068437270406	0.254	0.209	0.121461260738381	83734
USP9Y	1.68523636977276e-19	0.355046073825728	0.21	0.089	5.7341852717888e-15	8287
DAB2IP	6.16262189764964e-14	0.354563461705744	0.155	0.072	2.09689372689427e-09	153090
TEC	4.68066942675983e-12	0.354140453182782	0.131	0.061	1.5926445791493e-07	7006
NDFIP2	2.28315015569875e-09	0.354105700109091	0.178	0.113	7.76864671978057e-05	54602
