#gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	ENTREZID
ATP8B4	1.18360957331129e-168	0.482634913375668	0.218	0.131	4.027349934149e-164	79895
TMPRSS2	9.71163885693829e-150	0.482492469535069	0.178	0.102	3.30448223746182e-145	7113
CLYBL	8.51049174841619e-170	0.481679959165745	0.511	0.453	2.89577992231609e-165	171425
ACAD11	2.56562601735274e-150	0.481647472018041	0.455	0.392	8.72979908664444e-146	84129
CTPS1	9.97311243076515e-159	0.481556103782367	0.24	0.155	3.39345123569215e-154	1503
CYP3A7	6.8980737248315e-62	0.480728706544385	0.129	0.085	2.34713856561117e-57	1551
TUBE1	1.4257903472204e-301	0.480465079446998	0.184	0.075	4.85139423545214e-297	51175
CRADD	2.33112379342058e-193	0.479652562439768	0.622	0.595	7.93188181949286e-189	8738
STAT3	2.87417477148091e-94	0.478575518216765	0.488	0.451	9.77966707744093e-90	6774
NFE2L2	4.21626261684867e-79	0.47807464610942	0.418	0.389	1.43462551800893e-74	4780
NFIB	3.18179535076565e-259	0.475360034614652	0.65	0.596	1.08263768605152e-254	4781
C4BPA	2.41552776890387e-164	0.475092520855104	0.56	0.494	8.2190747864723e-160	722
LDLR	0.00469031828573331	0.473639996877616	0.275	0.312	1	3949
ZFAND5	8.89302418215265e-62	0.473557895061648	0.412	0.394	3.02594040821926e-57	7763
HSPA4L	2.18227281724654e-99	0.472872875449857	0.139	0.084	7.42540148796306e-95	22824
MAP2K1	2.8341508632927e-70	0.472737111553521	0.275	0.228	9.64348172743974e-66	5604
LINC01482	3.39210112257917e-112	0.472577144204111	0.258	0.187	1.15419632796879e-107	101928104
ERN1	3.81497859674655e-63	0.472542437365751	0.43	0.409	1.29808461732898e-58	2081
PPM1L	6.49501706416876e-18	0.471498910657514	0.305	0.295	2.20999450625406e-13	151742
LEPR	8.56805035410826e-223	0.470538242696593	0.619	0.515	2.91536481348888e-218	3953
PNPLA3	1.60106729769717e-170	0.469557770184076	0.52	0.449	5.44779158714439e-166	80339
SAA4	1.59900198700651e-234	0.469523866833902	0.197	0.096	5.44076416098834e-230	6291
ANGPTL4	6.61092972908854e-76	0.469514560534736	0.198	0.143	2.24943494961967e-71	51129
PDIA5	3.33122047622926e-125	0.468532338329571	0.418	0.355	1.13348107924177e-120	10954
CYP3A43	2.55948794982593e-87	0.467679896686736	0.36	0.296	8.7089136980777e-83	64816
LEAP2	2.24657162985453e-195	0.467525067321582	0.233	0.137	7.64418462774302e-191	116842
CPB2	7.25195662039501e-171	0.467102564049543	0.575	0.531	2.46755075965561e-166	1361
CPS1-IT1	6.72031666070024e-193	0.466939726055725	0.165	0.081	2.28665494696986e-188	29034
MT1X	4.74493741863254e-302	0.466583666960316	0.162	0.058	1.61451240606391e-297	4501
RNF125	8.33309625611394e-249	0.466046093140421	0.146	0.056	2.83541933210533e-244	54941
ANTXR2	1.35562568396493e-135	0.465357217024629	0.266	0.188	4.61265195225907e-131	118429
PPARA	4.77644127890164e-149	0.465210294619344	0.576	0.544	1.62523190955907e-144	5465
SYT7	1.03038332634538e-81	0.464517948783305	0.188	0.134	3.50598230622278e-77	9066
NRG1	4.2529233095141e-121	0.463514785649064	0.176	0.105	1.44709968529527e-116	3084
TMEM45A	3.38755307137098e-249	0.462604565715605	0.153	0.061	1.15264880806469e-244	55076
NBPF12	1.02606666779747e-74	0.462567339024902	0.328	0.285	3.49129444384768e-70	149013
ADGRG7	5.20439073062123e-230	0.462379869253796	0.143	0.057	1.77084599000118e-225	84873
JUN	1.22617966633391e-37	0.460481458539952	0.211	0.177	4.17219893266776e-33	3725
ARRDC3	5.99057355738389e-62	0.459577345428716	0.218	0.171	2.03835255863544e-57	57561
LINC00261	3.38782580212848e-58	0.459125592281771	0.306	0.268	1.15274160743224e-53	140828
EPB41L5	1.76616503481605e-156	0.459080616981578	0.544	0.503	6.00955314746508e-152	57669
RNF165	0	0.459044685295122	0.143	0.042	0	494470
SEC14L2	5.37568177973495e-112	0.458732255616223	0.286	0.216	1.82912948237261e-107	23541
SH3RF1	1.47978158394969e-120	0.458553688570496	0.326	0.252	5.03510481754722e-116	57630
GNG12-AS1	2.22272611285329e-101	0.458104506694302	0.299	0.232	7.5630478715946e-97	100289178
CDC37L1	2.41321623560681e-127	0.457853701359513	0.2	0.127	8.21120956327574e-123	55664
ACMSD	2.21847053606434e-191	0.457745974546007	0.477	0.371	7.54856784601252e-187	130013
ABCC3	1.03574914188692e-182	0.457590586776042	0.561	0.483	3.52424003018444e-178	8714
LARGE1	1.86312026285555e-245	0.456664934266064	0.67	0.632	6.3394530063923e-241	9215
LINC01093	0	0.454396560244406	0.118	0.025	0	100506229
MICU1	2.49476541902176e-150	0.453785726988982	0.55	0.518	8.48868881476344e-146	10367
THRB	2.54131133033262e-263	0.453015889424278	0.731	0.715	8.64706593258978e-259	7068
TKFC	6.12979158415001e-154	0.452862115821246	0.177	0.102	2.08572288442288e-149	26007
ACOT12	2.67502543257501e-120	0.452576288679854	0.365	0.289	9.10204153687973e-116	134526
LINC02197	5.95259009000973e-137	0.451943079550183	0.237	0.156	2.02542830402671e-132	102724392
GSE1	2.48398171561376e-131	0.451726052178572	0.44	0.369	8.45199618554737e-127	23199
VWA8	6.85914740132608e-226	0.451415523743788	0.668	0.665	2.33389349477521e-221	23078
USP15	7.86132815034082e-110	0.449777116252023	0.457	0.417	2.67489551643497e-105	9958
ABCA9	3.60958028552952e-115	0.448889275025985	0.291	0.219	1.22819578795428e-110	10350
TTTY14	3.14260964745307e-59	0.448758459029209	0.357	0.314	1.06930435864238e-54	83869
FOS	1.88161107152915e-103	0.448324442600581	0.113	0.06	6.40236983198509e-99	2353
SRD5A2	1.15458274569471e-153	0.447421530309938	0.26	0.17	3.9285832505008e-149	6716
ADH1B	1.44618691058311e-123	0.446687816068428	0.575	0.526	4.92079558195008e-119	125
MUC3A	1.42986377571364e-183	0.446382891266713	0.151	0.072	4.86525448324324e-179	4584
LPIN2	1.55797557976296e-80	0.446341134822607	0.505	0.485	5.30116770770143e-76	9663
PPP1R1C	1.72261425580988e-241	0.445991655894888	0.16	0.067	5.86136726681868e-237	151242
PPP1R3B	3.12092809462869e-103	0.445969844513424	0.213	0.148	1.06192699347836e-98	79660
ASGR1	3.63567682762722e-154	0.445871003539599	0.627	0.606	1.23707539736844e-149	432
CNTN3	9.63119970136744e-155	0.445220125875229	0.17	0.094	3.27711201038729e-150	5067
TAFA5	8.29416322700509e-133	0.445009682404706	0.132	0.067	2.82217197962075e-128	25817
SPIRE1	2.06622962891144e-168	0.444233863317802	0.202	0.116	7.03055293533405e-164	56907
EXPH5	1.35442639061767e-163	0.443459461117968	0.233	0.143	4.6085712367157e-159	23086
CYP4V2	2.36665887038193e-195	0.443304261558251	0.225	0.13	8.05279347236156e-191	285440
DDAH1	7.25439139638085e-117	0.442493124206974	0.34	0.266	2.46837921653255e-112	23576
PANK1	4.60529296759867e-99	0.44217205568029	0.322	0.259	1.56699698515512e-94	53354
CYP4A11	1.57826135926518e-247	0.441011334156895	0.25	0.134	5.3701921010357e-243	1579
ATF3	1.13899666359716e-84	0.438648650855206	0.129	0.078	3.87555004755571e-80	467
ABHD18	1.72022775378207e-106	0.438207499930763	0.285	0.215	5.85324695501885e-102	80167
ALDH2	7.95953532611537e-99	0.437865612466015	0.394	0.336	2.70831149006402e-94	217
REPS2	4.56491264210555e-142	0.437799186400834	0.22	0.141	1.55325717560283e-137	9185
NR1H4	2.92335225742489e-295	0.436841906300671	0.712	0.65	9.94699839111393e-291	9971
PLCL2	4.21370629821499e-160	0.436210436689669	0.209	0.126	1.43375570503063e-155	23228
DOCK10	2.31041789158941e-218	0.43576641375028	0.141	0.057	7.86142791792212e-214	55619
CRPPA	3.71922207333908e-122	0.433061783476948	0.303	0.227	1.26550250267436e-117	729920
TEAD1	3.09887318085243e-182	0.432959574909386	0.695	0.697	1.05442258851685e-177	7003
MDN1	2.57717694292276e-69	0.432740754232868	0.414	0.38	8.769102265989e-65	23195
STEAP3	5.79308623355558e-252	0.432405002997644	0.181	0.08	1.97115552182962e-247	55240
NFIC	2.09570765230318e-129	0.432206685682425	0.543	0.496	7.13085485772679e-125	4782
PZP	1.39813347510745e-216	0.431126031652388	0.101	0.031	4.75728896240063e-212	5858
RDH16	1.30859219463043e-182	0.430602554533587	0.205	0.113	4.45261580144951e-178	8608
DERA	3.92415239733409e-107	0.430096993912349	0.329	0.264	1.3352320947169e-102	51071
RAB17	1.24454340697147e-188	0.429644044730705	0.205	0.113	4.23468339656113e-184	64284
DUSP1	3.51294165235822e-187	0.429531654086892	0.214	0.12	1.19531352663141e-182	1843
BLNK	2.82677213917351e-154	0.429059564026986	0.24	0.155	9.61837488075179e-150	29760
LRRK2	4.74099707395671e-246	0.428879825489318	0.154	0.062	1.61317166438451e-241	120892
PLEKHG1	1.2001223417377e-134	0.428148354017189	0.254	0.173	4.08353627999669e-130	57480
CYP3A4	9.21489271689926e-98	0.421663861151862	0.501	0.43	3.13545939585214e-93	1576
DMD	8.56021057923161e-227	0.421620452883627	0.506	0.404	2.91269725168935e-222	1756
SMIM2-AS1	1.14059153753306e-199	0.420342314487821	0.136	0.058	3.88097676561e-195	101929212
CYP39A1	1.62777564867482e-162	0.419936291961968	0.151	0.077	5.53866942218096e-158	51302
EEPD1	7.88103870211996e-83	0.419487904177593	0.448	0.409	2.68160222878334e-78	80820
PTPN3	4.75188296647154e-112	0.419356405861101	0.368	0.299	1.61687569817161e-107	5774
MAP3K13	6.3300413684165e-41	0.418208929277839	0.518	0.533	2.1538598760174e-36	9175
HOOK1	4.17736632911587e-141	0.418105033884543	0.208	0.13	1.42139066714497e-136	51361
WWC1	1.51938339684726e-17	0.417524485909882	0.343	0.337	5.16985394611248e-13	23286
PTCHD1-AS	4.453494127026e-80	0.416285541943199	0.123	0.075	1.51534591166187e-75	100873065
LMBRD1	4.1951131327533e-95	0.416283063604222	0.305	0.244	1.42742919455064e-90	55788
PPFIBP1	1.1114337783917e-86	0.416062098673265	0.312	0.254	3.78176457435558e-82	8496
GLS2	0	0.416044929489971	0.121	0.026	0	27165
F2	4.59487604358995e-141	0.415599162879108	0.473	0.397	1.56345252259192e-136	2147
PLGLB1	6.42316118255345e-253	0.415283341779556	0.167	0.071	2.18554482397564e-248	5343
LINC00174	2.46508981560365e-62	0.414457428714857	0.322	0.282	8.38771460657299e-58	285908
FGA	1.66470586058717e-172	0.413170131007877	0.57	0.494	5.66432816123392e-168	2243
DCXR	2.20536569613839e-88	0.412374930522116	0.391	0.334	7.50397731768049e-84	51181
LINC00862	9.37333843784023e-99	0.411940047506623	0.307	0.24	3.18937213685952e-94	554279
IL4R	9.8370517151536e-70	0.4117420840056	0.262	0.21	3.34715521659816e-65	3566
GRAMD2B	2.23658701201484e-75	0.410175169096974	0.443	0.413	7.61021096708169e-71	65983
SAMD5	1.62766623595775e-107	0.409843360963196	0.213	0.143	5.53829713446984e-103	389432
MRTFB	1.06570011426266e-98	0.409515136962861	0.424	0.374	3.62615120879012e-94	57496
CREB3L3	7.22471499113028e-57	0.409472159516099	0.171	0.126	2.45828152288199e-52	84699
NT5DC1	1.47145474123276e-83	0.408190656892361	0.422	0.38	5.0067719025186e-79	221294
FASN	4.79018274129265e-09	0.407917057790569	0.304	0.312	0.000162990757955224	2194
FEM1C	7.7190048434313e-37	0.407862357936693	0.151	0.12	2.62646858802593e-32	56929
CNGA1	1.35659939153398e-135	0.406905525332107	0.191	0.116	4.61596508963353e-131	1259
MEF2A	3.43015973267799e-99	0.406584062761851	0.501	0.472	1.16714615064101e-94	4205
CPN1	1.03663454715879e-152	0.406496799673897	0.158	0.084	3.5272527101625e-148	1369
PNN	5.53872392976759e-80	0.406206446025194	0.427	0.392	1.88460620434272e-75	5411
SLC27A5	4.61752398830481e-108	0.405074674855318	0.388	0.317	1.5711587122606e-103	10998
EVI5	2.43996641112959e-109	0.404433059898306	0.516	0.483	8.30222971050953e-105	7813
TCIM	6.61938535654344e-117	0.40384317266158	0.131	0.071	2.25231206141747e-112	56892
ADORA2A-AS1	2.72058935966459e-110	0.403661074636997	0.476	0.422	9.25707735519475e-106	646023
TM7SF3	1.26991046504131e-80	0.403597465734473	0.312	0.256	4.32099734834955e-76	51768
UTY	1.15446793750225e-82	0.403019052505866	0.408	0.362	3.92819260414517e-78	7404
RORC	5.83597607510973e-96	0.401173154859474	0.279	0.213	1.98574921931684e-91	6097
FANCC	1.90446085245605e-81	0.400749779359058	0.378	0.327	6.48011849656695e-77	2176
MAP3K20	8.71901959275014e-82	0.398895275755703	0.355	0.304	2.96673360662916e-77	51776
TRPM7	2.18262863454598e-107	0.398357790294852	0.606	0.614	7.42661219190617e-103	54822
USP43	2.86509569511824e-187	0.397530779428974	0.118	0.047	9.74877461220932e-183	124739
ANKRD11	1.38121057425653e-139	0.397530497998857	0.655	0.648	4.69970709996528e-135	29123
WDPCP	1.51925080614748e-118	0.39717877612178	0.565	0.516	5.16940279299742e-114	51057
SRSF11	3.65861707798708e-123	0.396662480548562	0.703	0.717	1.24488104695588e-118	9295
HSPE1	0.288479270540004	0.396415684593127	0.167	0.176	1	3336
MRPS6	2.46776344868079e-108	0.396364053417494	0.176	0.113	8.39681191048126e-104	64968
SPP2	1.32541703495842e-201	0.39536663425589	0.202	0.105	4.50986400314952e-197	6694
NNT	2.30241256812498e-61	0.393842408591599	0.359	0.323	7.83418900430205e-57	23530
DEPDC7	6.09588169313534e-126	0.393563109509735	0.159	0.092	2.07418470490623e-121	91614
LBP	2.96591533291816e-70	0.393435746767371	0.321	0.266	1.00918235117873e-65	3929
UPP2	1.79807946020892e-49	0.392293349241054	0.165	0.125	6.11814517130686e-45	151531
ARHGAP29	2.08678788522063e-63	0.391714119746297	0.376	0.339	7.10050445825173e-59	9411
VAV2	7.73568946995703e-64	0.391314687949645	0.48	0.448	2.63214569904758e-59	7410
ACADL	2.0155965810646e-154	0.390033772007259	0.162	0.087	6.85826892673041e-150	33
PER1	2.75168035044718e-118	0.389397878869055	0.173	0.105	9.36286756043158e-114	5187
PROZ	1.67805010406522e-210	0.389363600085998	0.161	0.073	5.70973328409232e-206	8858
FRRS1	2.68371209831338e-91	0.388464797181685	0.385	0.329	9.13159878572112e-87	391059
CNKSR3	4.37849044085238e-71	0.388439682907739	0.43	0.392	1.48982515740443e-66	154043
TRPV1	6.94070238220353e-88	0.388380516620303	0.234	0.173	2.36164339256857e-83	7442
F12	7.12583363944484e-74	0.388199010998984	0.426	0.383	2.4246361541575e-69	2161
MPDZ	3.91306414008761e-76	0.387749394476085	0.422	0.387	1.33145920430621e-71	8777
IYD	1.04566017341873e-240	0.387115223365146	0.125	0.043	3.55796330607458e-236	389434
TGDS	2.70927992139465e-105	0.38671681359174	0.166	0.104	9.21859586053744e-101	23483
PLD1	3.90812034000711e-102	0.386535104643318	0.31	0.237	1.32977702689082e-97	5337
GADD45A	9.16065451924173e-121	0.385721145480094	0.134	0.073	3.11700430671719e-116	1647
CTSB	4.81002323327962e-26	0.384885806178382	0.259	0.236	1.63665850535572e-21	1508
SLC10A1	5.65610642825489e-239	0.383146414920103	0.153	0.062	1.92454677327801e-234	6554
TMEM220-AS1	3.35275630641834e-105	0.38269530306219	0.227	0.158	1.14080886082191e-100	101101775
WWOX	1.58453820927627e-305	0.381079368328663	0.84	0.83	5.39154971088342e-301	51741
KIFC3	1.5662240531861e-42	0.380638402846904	0.334	0.303	5.32923396337103e-38	3801
TF	0	0.380196782472433	0.795	0.747	0	7018
PECR	3.15731856915169e-69	0.380158711356693	0.43	0.398	1.07430921633955e-64	55825
FAM9B	9.89511129281188e-159	0.379748977480032	0.132	0.062	3.36691056849217e-154	171483
PEMT	1.44152690253156e-106	0.379632212475351	0.223	0.153	4.90493943855389e-102	10400
ANKH	8.68007125913259e-35	0.3789865970948	0.375	0.359	2.95348104663246e-30	56172
GPC6	0	0.37816199719928	0.87	0.679	0	10082
ATF7IP2	1.41101658366243e-113	0.377491569522971	0.541	0.496	4.80112502756977e-109	80063
AFF1	7.0007964627588e-86	0.377416597069622	0.45	0.408	2.38209100441831e-81	4299
MT1E	3.31848828893779e-254	0.376519783304902	0.144	0.053	1.12914882519397e-249	4493
UACA	4.99758077991664e-63	0.376189952114509	0.276	0.227	1.70047683617444e-58	55075
LINC02762	3.67138626624306e-115	0.375194662964314	0.143	0.083	1.24922589095186e-110	283140
MREG	4.27900452874183e-70	0.375187846233237	0.365	0.317	1.45597408094969e-65	55686
ZSWIM6	1.22833851392314e-31	0.374820404413843	0.481	0.483	4.17954462747487e-27	57688
SPAG9	2.8046895468943e-55	0.374721748302519	0.449	0.429	9.54323665226254e-51	9043
PUS10	5.10116068682036e-87	0.374519029231222	0.234	0.173	1.7357209352975e-82	150962
CDC14B	1.20825398935117e-104	0.374299450293219	0.55	0.507	4.11120502416629e-100	8555
FOXO3	3.12411877709256e-15	0.373553903054865	0.577	0.608	1.06301265509352e-10	2309
CYP4F12	6.89180648947492e-89	0.373504126121167	0.319	0.257	2.34500607610874e-84	66002
CDK14	1.60870303118005e-217	0.372299784856941	0.66	0.597	5.47377293389325e-213	5218
CAPN12	2.35110146201129e-32	0.371901821209682	0.26	0.229	7.99985783463961e-28	147968
RAB27A	2.78102192282182e-47	0.370338696094091	0.266	0.228	9.46270519459352e-43	5873
ADRA1B	8.40091110188391e-133	0.370287994523802	0.199	0.122	2.85849401152702e-128	147
HADHB	5.33812438517651e-55	0.370163144034192	0.333	0.295	1.81635020330016e-50	3032
MASP1	2.2673221548154e-59	0.369544629241751	0.329	0.286	7.71479036397487e-55	5648
CHRNA4	5.75407250684247e-145	0.369201511385249	0.153	0.081	1.95788071117822e-140	1137
NFKBIZ	1.13149286209912e-52	0.369004991187909	0.19	0.148	3.85001761257848e-48	64332
LGR4	1.31049115807866e-51	0.368763744181136	0.5	0.489	4.45907721447843e-47	55366
MTUS2	3.49431802123896e-136	0.368348961349076	0.119	0.057	1.18897664990677e-131	23281
SLC25A25	6.25639961930653e-18	0.367484720575479	0.282	0.27	2.12880253446524e-13	114789
APMAP	9.88640840170518e-61	0.367380065097811	0.29	0.242	3.36394932276421e-56	57136
HECTD1	5.52821509512506e-109	0.367285034483682	0.587	0.569	1.88103046826725e-104	25831
NOTCH2	2.01713525951874e-79	0.3671649648899	0.237	0.179	6.86350443403845e-75	4853
ZCCHC14	1.44997613277137e-51	0.367119095495419	0.28	0.238	4.93368878936786e-47	23174
STOM	8.04966010091357e-41	0.366832727926594	0.188	0.151	2.73897734593685e-36	2040
TJP2	1.49508714397104e-68	0.366825941671707	0.369	0.319	5.08718351607586e-64	9414
MACROD2	2.06455450069403e-129	0.366246079963859	0.641	0.612	7.02485314406151e-125	140733
ADGRL2	1.11995486541863e-73	0.36571881399579	0.366	0.303	3.81075842507343e-69	23266
PTS	3.63583676875745e-85	0.365631440557791	0.188	0.131	1.23712981893741e-80	5805
OAF	2.20535843555706e-55	0.364759406402148	0.367	0.335	7.50395261282644e-51	220323
WWC2	2.15654690799476e-58	0.363739115533945	0.464	0.445	7.33786650914298e-54	80014
SRSF4	3.05609993084037e-59	0.36303328402807	0.432	0.409	1.03986856246774e-54	6429
CHIC2	1.28309581812589e-59	0.362909471233824	0.249	0.202	4.36586183075515e-55	26511
NDST1	5.29225814941704e-47	0.362759936107474	0.342	0.309	1.80074375792064e-42	3340
NCOR1	1.40414117375349e-78	0.362587274891336	0.549	0.551	4.77773075781363e-74	9611
ITCH	3.22310486260335e-124	0.362535255098112	0.628	0.614	1.09669366054942e-119	83737
MST1	5.10714869570005e-68	0.362421604163836	0.44	0.41	1.7377584151989e-63	4485
MBP	3.06204030181713e-94	0.362123024904421	0.255	0.189	1.0418898330963e-89	4155
GRAMD1C	3.84796166161642e-159	0.361417077367736	0.159	0.083	1.3093074349816e-154	54762
KCNJ3	4.8257230841152e-46	0.360852885122356	0.183	0.142	1.64200053660104e-41	3760
BAZ2B	9.51117817390184e-101	0.360132282379412	0.596	0.583	3.23627348545184e-96	29994
GADD45G	3.32246530915814e-82	0.359608963043268	0.17	0.114	1.13050204609415e-77	10912
CHD9	8.84055344153812e-93	0.359131185299376	0.562	0.539	3.00808671401776e-88	80205
GBP1	9.59706134109628e-44	0.35903966952237	0.146	0.109	3.26549609192142e-39	2633
MGMT	3.55252047579654e-92	0.35674272190867	0.59	0.588	1.20878061709453e-87	4255
SGMS1	4.15676457300954e-71	0.356442293389392	0.557	0.565	1.41438071361222e-66	259230
ART4	1.01706066395106e-162	0.355804052049976	0.147	0.073	3.46065061515989e-158	420
NDEL1	2.69184909382983e-52	0.355537850611829	0.217	0.172	9.1592857266654e-48	81565
NFIA	3.3309958852667e-298	0.355211978305615	0.901	0.905	1.13340465992085e-293	4774
SNED1	8.70467034145774e-60	0.354794804024065	0.303	0.257	2.96185113038441e-55	25992
GRTP1	4.46755512785337e-79	0.354333615948942	0.237	0.179	1.52013030780339e-74	79774
ATRN	8.47254855948699e-75	0.354179061443341	0.567	0.565	2.88286937285104e-70	8455
SHANK2	8.70558542513771e-163	0.353554164963069	0.713	0.678	2.96216249675736e-158	22941
TNKS	1.21662662272213e-53	0.353169932398083	0.496	0.495	4.13969374647432e-49	8658
RBPMS	1.41828862014663e-43	0.352929231875434	0.505	0.489	4.82586885891092e-39	11030
EPAS1	1.09554957054194e-49	0.352094217237159	0.359	0.323	3.727716968726e-45	2034
LONRF3	6.78482929421328e-53	0.351706082093144	0.197	0.152	2.30860601564901e-48	79836
PDGFC	3.90752425383979e-49	0.351071223752838	0.336	0.301	1.32957420261153e-44	56034
EFHD1	5.2082794489523e-150	0.3508737328765	0.115	0.051	1.77216916530051e-145	80303
ATP2A2	3.68645988970668e-06	0.350402368152233	0.423	0.448	0.125435484207159	488
GBP7	1.79950220387039e-136	0.350373862851741	0.137	0.072	6.1229861988894e-132	388646
BAG3	2.09511724378504e-10	0.349952340381115	0.104	0.091	7.12884593370298e-06	9531
FPGS	6.92617410647267e-17	0.349806515876101	0.142	0.123	2.35670000146839e-12	2356
SLC20A1	2.71179735224439e-26	0.34825246509541	0.178	0.151	9.22716167074677e-22	6574
CALD1	6.06673533643234e-74	0.347857391393559	0.672	0.686	2.06426736557447e-69	800
STRN3	1.6231479198796e-91	0.347694083328328	0.605	0.602	5.52292311218232e-87	29966
BRD4	8.34314275861639e-64	0.347642380981169	0.486	0.467	2.83883775504681e-59	23476
FNDC3A	8.10219480766849e-62	0.347450578348709	0.518	0.508	2.75685280525728e-57	22862
NAT1	3.08343377406347e-139	0.347259618078649	0.162	0.089	1.04916917596284e-134	9
RXRA	1.42472054236252e-63	0.346652249665214	0.417	0.37	4.84775411744272e-59	6256
PNISR	9.36294997540351e-81	0.346173140144283	0.595	0.598	3.1858373586308e-76	25957
ONECUT1	5.6328783934196e-48	0.345344999466116	0.418	0.393	1.91664320214495e-43	3175
SCARB2	3.75727777468039e-38	0.345128135976911	0.276	0.245	1.27845133561275e-33	950
ZC3H14	5.59015721769224e-39	0.343987878169337	0.284	0.253	1.90210689489196e-34	79882
HIVEP3	1.48306796545863e-79	0.343637002862375	0.207	0.149	5.04628705926952e-75	59269
SULT1E1	1.53241000719081e-179	0.343594607481318	0.128	0.055	5.21417829046744e-175	6783
MLXIPL	1.48364185921067e-181	0.343510914064752	0.798	0.816	5.04823979015024e-177	51085
KIF13B	6.2437466707813e-52	0.342830478595453	0.311	0.27	2.12449724220005e-47	23303
FAAH2	2.81434756776534e-08	0.342383352154448	0.234	0.228	0.000957609903407833	158584
RASGEF1B	5.08092644175611e-97	0.342235303353313	0.213	0.147	1.72883603107193e-92	153020
INHBA	1.41315858812958e-168	0.341557908127976	0.129	0.058	4.80841341196972e-164	3624
NDRG2	2.99490635490034e-87	0.341348181191885	0.183	0.124	1.01904683631839e-82	57447
INPP5B	5.55681127262861e-110	0.341227737417961	0.178	0.111	1.89076060362461e-105	3633
AGTR1	4.15800372905102e-58	0.339479023431158	0.217	0.169	1.4148023488469e-53	185
LINC02624	7.76128445876128e-132	0.338463497006277	0.126	0.063	2.64085464993811e-127	105378470
SFPQ	5.12704940211609e-47	0.338195304815181	0.52	0.529	1.74452982956402e-42	6421
ARMH1	3.94878009314274e-135	0.337904630124442	0.132	0.067	1.34361191449275e-130	339541
SERPINF2	2.34086311596991e-63	0.337732676159197	0.459	0.427	7.96502083839921e-59	5345
CHP1	2.29423517341935e-34	0.337597321359304	0.265	0.232	7.80636460107667e-30	11261
PDXDC1	1.57835504090429e-44	0.337561395936655	0.359	0.331	5.37051086218095e-40	23042
HPS5	5.72347635787262e-43	0.337253746393055	0.153	0.117	1.94747006552974e-38	11234
ACADM	1.39329047046034e-75	0.335956161669734	0.252	0.194	4.74081015478837e-71	34
CYP27A1	3.35742002517412e-38	0.335935395623032	0.368	0.348	1.14239573776575e-33	1593
SMIM14	4.84248773032646e-20	0.335464189154079	0.447	0.463	1.64770487512088e-15	201895
SOX5	5.27180286212494e-290	0.334152606656891	0.925	0.922	1.79378364186663e-285	6660
ST3GAL6	7.54401040422072e-94	0.333037365945898	0.489	0.436	2.56692498014014e-89	10402
GALNT2	5.92413116739098e-32	0.332815871509374	0.493	0.509	2.01574487101645e-27	2590
THBS1	3.78282562910165e-08	0.332695505721293	0.114	0.104	0.00128714424855813	7057
APOC3	9.92202200613355e-187	0.330351873965005	0.602	0.527	3.376067207807e-182	345
ABTB2	5.86601600245784e-38	0.328956674167357	0.492	0.488	1.99597060499631e-33	25841
CRCP	1.15630700632613e-32	0.328632589630437	0.228	0.197	3.93445021972529e-28	27297
SMC6	4.9713623440777e-28	0.32842786662871	0.326	0.31	1.69155575119588e-23	79677
IL6R	7.21591837359157e-100	0.327404407792264	0.627	0.594	2.45528838579827e-95	3570
BAIAP2	3.1568757973309e-38	0.327281377630871	0.231	0.194	1.07415855879981e-33	10458
SLFNL1-AS1	1.07584270345603e-106	0.326805849619451	0.139	0.08	3.66066238277948e-102	100507178
OSBPL6	2.95342736794867e-70	0.325784216092694	0.186	0.133	1.00493319621821e-65	114880
EXOC3L4	6.22995752957194e-42	0.325540603925981	0.274	0.237	2.11980534901215e-37	91828
MACF1	1.87840608003677e-108	0.325531027547287	0.674	0.677	6.39146452793311e-104	23499
UBE2B	1.86151133781799e-11	0.325385691499076	0.258	0.252	6.33397847805948e-07	7320
RNF130	1.34004768519732e-31	0.3253699055037	0.343	0.323	4.55964625365238e-27	55819
USO1	8.69915694939537e-47	0.324778809053479	0.296	0.257	2.95997514360127e-42	8615
DST	2.94348848352063e-184	0.324359968988796	0.766	0.748	1.00155139140273e-179	667
LDLRAD4	6.78389213115669e-123	0.323613101210599	0.743	0.734	2.30828713654738e-118	753
RND3	3.26637490546339e-57	0.323348283897651	0.13	0.089	1.11141672533297e-52	390
ANKRD17	1.14822206953702e-87	0.323299374042339	0.635	0.654	3.90694041380667e-83	26057
DNAJC22	1.38874412447632e-54	0.3232937371975	0.228	0.182	4.72534075794312e-50	79962
MAOB	8.55849796371409e-44	0.321920307912751	0.438	0.425	2.91211451713336e-39	4129
TTC39B	7.80723231461629e-118	0.321859126828152	0.164	0.097	2.65648886737134e-113	158219
GPT	2.38102180910021e-68	0.321281839397727	0.199	0.145	8.10166480764438e-64	2875
HELZ	1.00876390976863e-48	0.320837719711244	0.544	0.56	3.43242007937873e-44	9931
PLCG2	1.20762652241213e-42	0.320714946593231	0.735	0.776	4.10907000515953e-38	5336
FAT4	4.56932218794484e-183	0.32047238583923	0.11	0.042	1.55475756767011e-178	79633
ABAT	7.53696965062668e-56	0.319779541094608	0.362	0.317	2.56452929332224e-51	18
KLHL2	8.60938480354684e-59	0.319329843744593	0.22	0.17	2.92942927325485e-54	11275
