#ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0006720	isoprenoid metabolic process	14/360	121/18903	7.70817847486567e-08	3.90054949125394e-06	3.22887649163443e-06	CYP2C8/ADH4/CYP2C9/CYP3A5/CYP2C19/CYP2C18/BCO2/HMGCS2/ALDH1A2/SRD5A1/ALDH8A1/ADH1A/CYP2D6/HSD17B6	14
BP	GO:0034754	cellular hormone metabolic process	15/360	141/18903	8.19565203260369e-08	4.09118089303217e-06	3.38668124533623e-06	CYP2C8/ESR1/ADH4/CYP2C9/CYP3A5/CYP2C18/BCO2/ALDH1A2/SRD5A1/AKR1D1/HSD17B2/ALDH8A1/ADH1A/CYP2D6/HSD17B6	15
BP	GO:0051384	response to glucocorticoid	15/360	142/18903	9.00728175875262e-08	4.43638650891095e-06	3.67244259777914e-06	TAT/GHR/PCK1/ASS1/CPS1/ARG1/HMGCS2/A2M/PFKFB1/SRD5A1/BCKDHB/GOT1/POR/ERRFI1/AGL	15
BP	GO:0006006	glucose metabolic process	17/360	188/18903	1.24359452663733e-07	6.04452392289251e-06	5.00365941811835e-06	SDS/FBP1/PCK1/FOXO1/NNMT/ACACB/PPARGC1A/PFKFB1/IGF1/RORA/GPLD1/SLC39A14/IGFBP4/SORBS1/GCKR/PGM1/CRY1	17
BP	GO:0010906	regulation of glucose metabolic process	13/360	107/18903	1.26126033058506e-07	6.05077358594965e-06	5.00883289179715e-06	FBP1/FOXO1/NNMT/ACACB/PPARGC1A/PFKFB1/IGF1/RORA/GPLD1/IGFBP4/SORBS1/GCKR/CRY1	13
BP	GO:0019369	arachidonic acid metabolic process	10/360	58/18903	1.28308887188049e-07	6.07657729836736e-06	5.03019321567184e-06	CYP2B6/CYP2C8/CYP2A7/CYP2C9/CYP2C19/CYP2C18/CYP2A6/MGLL/CYP4F3/CYP2D6	10
BP	GO:0016051	carbohydrate biosynthetic process	18/360	212/18903	1.37922199159778e-07	6.44917219868633e-06	5.33862742916929e-06	SDS/FBP1/PCK1/FOXO1/UGP2/NNMT/GYS2/PPARGC1A/PFKFB1/IGF1/GBE1/GOT1/SLC39A14/SORBS1/ENPP1/AGL/PGM1/CRY1	18
BP	GO:0000096	sulfur amino acid metabolic process	8/360	33/18903	1.46687587280531e-07	6.7732993426785e-06	5.60694001381502e-06	BHMT/CPS1/AGXT/CTH/MSRA/MAT1A/MTHFD2L/MTHFD1	8
BP	GO:0048545	response to steroid hormone	23/360	339/18903	1.60605479292033e-07	7.32440296919469e-06	6.06314382512484e-06	TAT/GHR/ESR1/PCK1/ASS1/CPS1/ARG1/HMGCS2/A2M/PFKFB1/SRD5A1/BCKDHB/NR3C2/GOT1/AR/ABHD2/POR/ERRFI1/RBFOX2/AGL/HSPA1A/TFPI/CRY1	23
BP	GO:0006637	acyl-CoA metabolic process	12/360	94/18903	2.22869159346756e-07	9.91902017622793e-06	8.21096902856471e-06	ACSL1/BAAT/ACACB/TDO2/HMGCS2/ACSM2B/ACSM2A/GLYAT/AASS/SUCLG2/ACAT1/ELOVL6	12
BP	GO:0035383	thioester metabolic process	12/360	94/18903	2.22869159346756e-07	9.91902017622793e-06	8.21096902856471e-06	ACSL1/BAAT/ACACB/TDO2/HMGCS2/ACSM2B/ACSM2A/GLYAT/AASS/SUCLG2/ACAT1/ELOVL6	12
BP	GO:0015849	organic acid transport	22/360	324/18903	2.95804403807298e-07	1.30083508055257e-05	1.07683182087745e-05	ACSL1/SLC7A2/APBA1/KMO/SLC38A4/ARG1/AGXT/SLC1A1/SLC27A2/SLC13A5/MFSD2A/SLC25A18/SLCO2B1/SLC23A2/PLIN2/SLC25A15/ABCB11/SLCO1B1/SFXN5/MPC1/SLC6A1/GOT2	22
BP	GO:0046460	neutral lipid biosynthetic process	9/360	49/18903	3.12995548284905e-07	1.34442506437725e-05	1.11291562762258e-05	ACSL1/PCK1/MFSD2A/GPLD1/MOGAT1/PLIN5/C3/GPAT3/AGMO	9
BP	GO:0046463	acylglycerol biosynthetic process	9/360	49/18903	3.12995548284905e-07	1.34442506437725e-05	1.11291562762258e-05	ACSL1/PCK1/MFSD2A/GPLD1/MOGAT1/PLIN5/C3/GPAT3/AGMO	9
BP	GO:0006575	cellular modified amino acid metabolic process	16/360	180/18903	3.69824999202757e-07	1.57026844489079e-05	1.29986887197097e-05	BHMT/ASS1/GCH1/SLC1A1/SHMT1/MFSD2A/HPN/FTCD/POR/SULT2A1/MTHFS/VNN1/MTHFD2L/DMGDH/MTHFD1/GOT2	16
BP	GO:0030195	negative regulation of blood coagulation	9/360	50/18903	3.75354023577394e-07	1.57563382169874e-05	1.3043103331248e-05	PLG/KLKB1/FGB/F11/FGG/HRG/SERPINE1/PROS1/TFPI	9
BP	GO:0019318	hexose metabolic process	18/360	229/18903	4.36172987305442e-07	1.81036293832169e-05	1.49861919352136e-05	ALDOB/SDS/FBP1/PCK1/FOXO1/NNMT/ACACB/PPARGC1A/PFKFB1/IGF1/RORA/GPLD1/SLC39A14/IGFBP4/SORBS1/GCKR/PGM1/CRY1	18
BP	GO:1900047	negative regulation of hemostasis	9/360	51/18903	4.48208192918992e-07	1.83964562738084e-05	1.52285941570722e-05	PLG/KLKB1/FGB/F11/FGG/HRG/SERPINE1/PROS1/TFPI	9
BP	GO:0001889	liver development	14/360	141/18903	5.22066257956235e-07	2.11924478779157e-05	1.75431171701893e-05	PCK1/ASS1/CPS1/BAAT/ARG1/HMGCS2/ALDH1A2/SRD5A1/HPN/UPB1/HAMP/COBL/FGL1/ACAT1	14
BP	GO:0000050	urea cycle	5/360	10/18903	5.67729713492976e-07	2.27955821917723e-05	1.88701924221636e-05	ASS1/CPS1/ASL/ARG1/SLC25A15	5
BP	GO:0006109	regulation of carbohydrate metabolic process	16/360	186/18903	5.765742201017e-07	2.29017760113514e-05	1.89580997101917e-05	FBP1/PRKAG2/FOXO1/NNMT/ACACB/PPARGC1A/PFKFB1/IGF1/RORA/GPLD1/IGFBP4/SLC4A4/SORBS1/ENPP1/GCKR/CRY1	16
BP	GO:0031960	response to corticosteroid	15/360	165/18903	6.43456740573272e-07	2.52864808476347e-05	2.09321593657934e-05	TAT/GHR/PCK1/ASS1/CPS1/ARG1/HMGCS2/A2M/PFKFB1/SRD5A1/BCKDHB/GOT1/POR/ERRFI1/AGL	15
BP	GO:0061008	hepaticobiliary system development	14/360	144/18903	6.75488230766708e-07	2.62658265731813e-05	2.17428621648453e-05	PCK1/ASS1/CPS1/BAAT/ARG1/HMGCS2/ALDH1A2/SRD5A1/HPN/UPB1/HAMP/COBL/FGL1/ACAT1	14
BP	GO:0006957	complement activation, alternative pathway	6/360	18/18903	7.00223937172381e-07	2.66662600403585e-05	2.20743411555699e-05	C9/C8A/C8B/CFH/C3/C5	6
BP	GO:0009068	aspartate family amino acid catabolic process	6/360	18/18903	7.00223937172381e-07	2.66662600403585e-05	2.20743411555699e-05	SDS/AASS/GOT1/MAT1A/RIDA/GOT2	6
BP	GO:0050819	negative regulation of coagulation	9/360	54/18903	7.45039021395354e-07	2.80834096432085e-05	2.32474581863964e-05	PLG/KLKB1/FGB/F11/FGG/HRG/SERPINE1/PROS1/TFPI	9
BP	GO:0034308	primary alcohol metabolic process	12/360	108/18903	1.02508311926655e-06	3.8249061036067e-05	3.16625886386956e-05	CYP2C8/ADH4/CYP3A5/CYP2C18/ALDH1A2/IGF1/HAO1/SULT2A1/CBR4/ADH1A/CYP2D6/HSD17B6	12
BP	GO:0016101	diterpenoid metabolic process	11/360	90/18903	1.1136812941519e-06	4.11393870059711e-05	3.40552016790659e-05	CYP2C8/ADH4/CYP3A5/CYP2C18/BCO2/ALDH1A2/SRD5A1/ALDH8A1/ADH1A/CYP2D6/HSD17B6	11
BP	GO:0009072	aromatic amino acid family metabolic process	7/360	30/18903	1.19649965052814e-06	4.37610862282273e-05	3.62254453859745e-05	TAT/KMO/TDO2/KYNU/IDO2/HPD/HGD	7
BP	GO:0071548	response to dexamethasone	8/360	43/18903	1.29753788874611e-06	4.69912251081188e-05	3.88993556946072e-05	TAT/PCK1/ASS1/CPS1/ARG1/SRD5A1/POR/ERRFI1	8
BP	GO:0033762	response to glucagon	6/360	20/18903	1.41560556713709e-06	5.07693880097515e-05	4.20269205164358e-05	ASS1/CPS1/ARG1/HMGCS2/PFKFB1/CRY1	6
BP	GO:0044270	cellular nitrogen compound catabolic process	26/360	474/18903	1.51816839224983e-06	5.39241734708737e-05	4.46384532336615e-05	PDE7B/BHMT/KMO/CYP3A5/GDA/TDO2/XDH/KYNU/IDO2/UPB1/SLCO2B1/POR/MTHFS/SLCO1B1/SUCLG2/ENPP1/NOCT/DMGDH/CYP2D6/ACAT1/CPEB3/TENT5A/RIDA/HSPA1A/CDA/DPYD	26
BP	GO:0010675	regulation of cellular carbohydrate metabolic process	14/360	155/18903	1.64436776899505e-06	5.78504241777877e-05	4.78886052023119e-05	FBP1/FOXO1/NNMT/ACACB/PPARGC1A/PFKFB1/IGF1/RORA/GPLD1/IGFBP4/SORBS1/ENPP1/GCKR/CRY1	14
BP	GO:0009067	aspartate family amino acid biosynthetic process	6/360	21/18903	1.95015945190411e-06	6.79612171257903e-05	5.62583238111364e-05	BHMT/AASS/GOT1/MTHFD2L/MTHFD1/GOT2	6
BP	GO:1901654	response to ketone	16/360	205/18903	2.09918908823652e-06	7.24710700181841e-05	5.99915819117273e-05	TAT/FBP1/PCK1/ASS1/CPS1/ARG1/HMGCS2/A2M/SRD5A1/ABCB4/AR/ABHD2/POR/ADCY1/ERRFI1/CDA	16
BP	GO:0034637	cellular carbohydrate biosynthetic process	10/360	78/18903	2.20761176100678e-06	7.48157600473306e-05	6.19325172933336e-05	FBP1/PCK1/UGP2/GYS2/IGF1/GBE1/GOT1/SORBS1/ENPP1/AGL	10
BP	GO:0061045	negative regulation of wound healing	10/360	78/18903	2.20761176100678e-06	7.48157600473306e-05	6.19325172933336e-05	PLG/KLKB1/FGB/F11/FGG/HRG/PHLDB2/SERPINE1/PROS1/TFPI	10
BP	GO:0050994	regulation of lipid catabolic process	9/360	63/18903	2.85187257516898e-06	9.4908263897966e-05	7.85651003401223e-05	SORL1/ACACB/LONP2/PDE3B/MFSD2A/GPLD1/HPGD/ABCB11/PLIN5	9
BP	GO:0070542	response to fatty acid	9/360	63/18903	2.85187257516898e-06	9.4908263897966e-05	7.85651003401223e-05	ACSL1/ASS1/CPS1/FOXO1/HMGCS2/GLDC/PID1/CAT/PON1	9
BP	GO:0009112	nucleobase metabolic process	7/360	34/18903	2.96113622788139e-06	9.6800329431804e-05	8.01313529762034e-05	CPS1/GDA/ADK/XDH/SHMT1/CDA/DPYD	7
BP	GO:0042573	retinoic acid metabolic process	7/360	34/18903	2.96113622788139e-06	9.6800329431804e-05	8.01313529762034e-05	CYP2C8/CYP3A5/CYP2C18/BCO2/ALDH1A2/ALDH8A1/ADH1A	7
BP	GO:0042594	response to starvation	16/360	211/18903	3.05681739497062e-06	9.90516092721183e-05	8.19949633646321e-05	PCK1/PRKAG2/CPS1/FOXO1/RNF152/HMGCS2/PPARGC1A/PFKFB1/SRD5A1/MFSD2A/HAMP/MAP3K5/ALB/PLIN2/ACAT1/SIK2	16
BP	GO:0046942	carboxylic acid transport	19/360	290/18903	3.25255012658586e-06	0.000104477566674854	8.64865731600177e-05	SLC7A2/APBA1/KMO/SLC38A4/ARG1/AGXT/SLC1A1/SLC13A5/ABCB4/SLC25A18/SLCO2B1/SLC23A2/SLC25A15/ABCB11/SLCO1B1/SFXN5/SLC17A1/MPC1/SLC6A1	19
BP	GO:0019216	regulation of lipid metabolic process	21/360	347/18903	3.48245441188603e-06	0.000110898160323336	9.18015432534384e-05	PCK1/PRKAG2/SORL1/INSIG1/ACACB/LONP2/PPARGC1A/HSD17B13/PDE3B/RORA/MFSD2A/GPLD1/POR/HPGD/ABCB11/ID2/PLIN5/EPHX2/SORBS1/C3/PLGLB2	21
BP	GO:0008206	bile acid metabolic process	8/360	49/18903	3.6530713811388e-06	0.00011533714258057	9.54761346127595e-05	BAAT/SCP2/SLC27A2/AKR1D1/SULT2A1/OSBPL9/ABCB11/NR5A2	8
BP	GO:0006094	gluconeogenesis	10/360	83/18903	3.922433126573e-06	0.000122792101436955	0.000101647352655616	SDS/FBP1/PCK1/FOXO1/NNMT/PPARGC1A/PFKFB1/SLC39A14/PGM1/CRY1	10
BP	GO:0043650	dicarboxylic acid biosynthetic process	5/360	14/18903	4.23516337628428e-06	0.000131468012705833	0.000108829275613497	KMO/KYNU/GOT1/MTHFD1/GOT2	5
BP	GO:0046320	regulation of fatty acid oxidation	7/360	36/18903	4.44680455002397e-06	0.000136887466731571	0.000113315501910698	PRKAG2/ACACB/LONP2/PPARGC1A/MFSD2A/ABCB11/PLIN5	7
BP	GO:0006690	icosanoid metabolic process	12/360	126/18903	5.26769784182457e-06	0.000160817155600826	0.000133124508312313	CYP2B6/CYP2C8/CYP2A7/CYP2C9/CYP2C19/CYP2C18/CYP2A6/MGLL/HPGD/CYP4F3/CYP2D6/ACOX1	12
BP	GO:0019319	hexose biosynthetic process	10/360	86/18903	5.42870798444584e-06	0.000164374158151991	0.000136068996504013	SDS/FBP1/PCK1/FOXO1/NNMT/PPARGC1A/PFKFB1/SLC39A14/PGM1/CRY1	10
BP	GO:0009162	deoxyribonucleoside monophosphate metabolic process	6/360	25/18903	5.96757929601661e-06	0.000179221446499881	0.000148359587975424	GDA/ADK/XDH/SHMT1/UPB1/DPYD	6
BP	GO:0001523	retinoid metabolic process	10/360	87/18903	6.03129384292459e-06	0.000179674189159383	0.000148734368537317	CYP2C8/ADH4/CYP3A5/CYP2C18/BCO2/ALDH1A2/ALDH8A1/ADH1A/CYP2D6/HSD17B6	10
BP	GO:0009165	nucleotide biosynthetic process	19/360	304/18903	6.43488531033163e-06	0.00019016373069092	0.000157417615381165	ACSL1/PRKAG2/KMO/NNMT/ACACB/ADK/PPARGC1A/KYNU/IDO2/SHMT1/PAPSS2/PID1/ADCY1/MTHFD2L/ACAT1/MTHFD1/NAMPT/ELOVL6/CDA	19
BP	GO:0009636	response to toxic substance	17/360	250/18903	6.55799828100477e-06	0.00019226385436533	0.000159156098632572	ADH4/ASS1/CPS1/ARG1/GCH1/SRD5A1/GLYAT/CDH1/PON3/ALB/MT2A/EPHX2/SCN9A/CAT/HP/PON1/SLC6A1	17
BP	GO:0030193	regulation of blood coagulation	9/360	70/18903	6.97042438736646e-06	0.00020274604477899	0.000167833260217982	PLG/KLKB1/FGB/F11/FGG/HRG/SERPINE1/PROS1/TFPI	9
BP	GO:1901293	nucleoside phosphate biosynthetic process	19/360	306/18903	7.06826897582957e-06	0.000203985824974332	0.000168859550779481	ACSL1/PRKAG2/KMO/NNMT/ACACB/ADK/PPARGC1A/KYNU/IDO2/SHMT1/PAPSS2/PID1/ADCY1/MTHFD2L/ACAT1/MTHFD1/NAMPT/ELOVL6/CDA	19
BP	GO:0050995	negative regulation of lipid catabolic process	6/360	26/18903	7.63400476578799e-06	0.000218604756626518	0.000180961108483183	SORL1/ACACB/PDE3B/MFSD2A/GPLD1/PLIN5	6
BP	GO:0042572	retinol metabolic process	8/360	54/18903	7.75798024493522e-06	0.00022044599249839	0.000182485284303942	CYP2C8/ADH4/CYP3A5/CYP2C18/ALDH1A2/ADH1A/CYP2D6/HSD17B6	8
BP	GO:0046364	monosaccharide biosynthetic process	10/360	90/18903	8.19928670369671e-06	0.00023120736704928	0.000191393554634302	SDS/FBP1/PCK1/FOXO1/NNMT/PPARGC1A/PFKFB1/SLC39A14/PGM1/CRY1	10
BP	GO:1900046	regulation of hemostasis	9/360	72/18903	8.82264521143214e-06	0.000246900389477502	0.000204384245129269	PLG/KLKB1/FGB/F11/FGG/HRG/SERPINE1/PROS1/TFPI	9
BP	GO:0006555	methionine metabolic process	5/360	16/18903	8.95444470337268e-06	0.000248704652137283	0.000205877814509677	BHMT/MSRA/MAT1A/MTHFD2L/MTHFD1	5
BP	GO:0006760	folic acid-containing compound metabolic process	6/360	27/18903	9.65850717963741e-06	0.00026428537423393	0.000218775542743444	GCH1/SHMT1/FTCD/MTHFS/MTHFD2L/MTHFD1	6
BP	GO:0031639	plasminogen activation	6/360	27/18903	9.65850717963741e-06	0.00026428537423393	0.000218775542743444	KLKB1/FGB/F11/HPN/FGG/SERPINE1	6
BP	GO:1903035	negative regulation of response to wounding	10/360	94/18903	1.21149764220714e-05	0.000329064138993616	0.0002723994311619	PLG/KLKB1/FGB/F11/FGG/HRG/PHLDB2/SERPINE1/PROS1/TFPI	10
BP	GO:0050818	regulation of coagulation	9/360	75/18903	1.23824768834539e-05	0.00033387496063853	0.000276381831321041	PLG/KLKB1/FGB/F11/FGG/HRG/SERPINE1/PROS1/TFPI	9
BP	GO:0051289	protein homotetramerization	8/360	59/18903	1.52206154493367e-05	0.000407427199056882	0.000337268404884234	ACACB/TDO2/ALDH1A2/SHMT1/CTH/UPB1/MAT1A/CBR4	8
BP	GO:0046653	tetrahydrofolate metabolic process	5/360	18/18903	1.70214736144112e-05	0.000449123739511678	0.000371784818420034	GCH1/SHMT1/MTHFS/MTHFD2L/MTHFD1	5
BP	GO:0051917	regulation of fibrinolysis	5/360	18/18903	1.70214736144112e-05	0.000449123739511678	0.000371784818420034	PLG/KLKB1/F11/HRG/SERPINE1	5
BP	GO:0003018	vascular process in circulatory system	17/360	270/18903	1.79334848714334e-05	0.00046983186606436	0.000388927014195699	ADRA1A/SLC7A2/CPS1/SLC22A1/GCH1/SLC1A1/FGB/MFSD2A/FGG/CRP/SLCO2B1/ABCC9/SLC4A4/ARHGAP42/SLC6A1/FERMT2/KCNMA1	17
BP	GO:0010876	lipid localization	24/360	483/18903	2.00663494170811e-05	0.000522007709483785	0.000432118199085401	ACSL1/ACACB/SCP2/SLC27A2/MFSD2A/ABCA8/ABCB4/CRP/SLCO2B1/PLIN2/OSBPL9/ABCB11/PLIN5/SLCO1B1/ENPP1/C3/LRP6/LPA/ATP11C/MTTP/PON1/ABCA10/GOT2/CRY1	24
BP	GO:0005978	glycogen biosynthetic process	7/360	45/18903	2.08649768613551e-05	0.000535244614762817	0.000443075714782431	UGP2/GYS2/IGF1/GBE1/SORBS1/ENPP1/AGL	7
BP	GO:0009250	glucan biosynthetic process	7/360	45/18903	2.08649768613551e-05	0.000535244614762817	0.000443075714782431	UGP2/GYS2/IGF1/GBE1/SORBS1/ENPP1/AGL	7
BP	GO:0008286	insulin receptor signaling pathway	11/360	122/18903	2.18463019898078e-05	0.00055655337620931	0.000460715116373079	SORL1/FOXO1/GPLD1/SLC39A14/PID1/SORBS1/ENPP1/PIK3R1/IGFBP1/GRB14/SIK2	11
BP	GO:0006144	purine nucleobase metabolic process	5/360	20/18903	2.98493548799703e-05	0.000750091951881702	0.000620926429833968	GDA/ADK/XDH/SHMT1/DPYD	5
BP	GO:0031998	regulation of fatty acid beta-oxidation	5/360	20/18903	2.98493548799703e-05	0.000750091951881702	0.000620926429833968	ACACB/LONP2/MFSD2A/ABCB11/PLIN5	5
BP	GO:0006953	acute-phase response	7/360	48/18903	3.22351760510644e-05	0.000804572569815079	0.000666025508025192	ASS1/A2M/ITIH4/TFR2/HAMP/CRP/HP	7
BP	GO:0046700	heterocycle catabolic process	23/360	468/18903	3.54466678969433e-05	0.000878791887324218	0.000727464289937268	PDE7B/KMO/CYP2A6/GDA/TDO2/XDH/KYNU/IDO2/UPB1/PON3/SLCO2B1/MTHFS/SLCO1B1/SUCLG2/ENPP1/NOCT/ACAT1/CPEB3/TENT5A/RIDA/HSPA1A/CDA/DPYD	23
BP	GO:0009261	ribonucleotide catabolic process	7/360	49/18903	3.69988601627187e-05	0.000911158596273886	0.000754257465071563	PDE7B/GDA/XDH/UPB1/SUCLG2/ACAT1/DPYD	7
BP	GO:0006694	steroid biosynthetic process	13/360	178/18903	3.82204027816063e-05	0.000927266804180786	0.000767591846278513	PRKAG2/BAAT/INSIG1/SCP2/HMGCS2/SLC27A2/SRD5A1/AKR1D1/HSD17B2/POR/OSBPL9/ABCB11/HSD17B6	13
BP	GO:0006568	tryptophan metabolic process	4/360	11/18903	3.84060154411641e-05	0.000927266804180786	0.000767591846278513	KMO/TDO2/KYNU/IDO2	4
BP	GO:0007494	midgut development	4/360	11/18903	3.84060154411641e-05	0.000927266804180786	0.000767591846278513	ASS1/CPS1/HMGCS2/ALDH1A2	4
BP	GO:0042558	pteridine-containing compound metabolic process	6/360	34/18903	3.92147961771252e-05	0.000940645825183769	0.000778667005430954	GCH1/SHMT1/FTCD/MTHFS/MTHFD2L/MTHFD1	6
BP	GO:0007584	response to nutrient	12/360	154/18903	4.02327159915543e-05	0.000958836470147106	0.000793725228899594	ACSL1/ASS1/ARG1/HMGCS2/A2M/ALDH1A2/KYNU/BCKDHB/HAMP/POR/CAT/AGL	12
BP	GO:0006112	energy reserve metabolic process	9/360	88/18903	4.53442343888387e-05	0.00107372821687417	0.000888832664639517	PRKAG2/UGP2/GYS2/IGF1/GBE1/PID1/SORBS1/ENPP1/AGL	9
BP	GO:0009070	serine family amino acid biosynthetic process	5/360	22/18903	4.91352786480628e-05	0.00115608738424168	0.000957009617650837	AGXT/SHMT1/CTH/HAO1/MTHFD1	5
BP	GO:0071383	cellular response to steroid hormone stimulus	14/360	209/18903	5.02840624323702e-05	0.00117562864952643	0.000973185885183447	ESR1/PCK1/ASS1/ARG1/HMGCS2/SRD5A1/NR3C2/AR/ABHD2/ERRFI1/RBFOX2/HSPA1A/TFPI/CRY1	14
BP	GO:0006699	bile acid biosynthetic process	6/360	36/18903	5.50004377563293e-05	0.00127780891240176	0.00105777074930246	BAAT/SCP2/SLC27A2/AKR1D1/OSBPL9/ABCB11	6
BP	GO:0061041	regulation of wound healing	11/360	137/18903	6.39690748843807e-05	0.00147688601639314	0.00122256685881004	PLG/KLKB1/FGB/F11/FGG/HRG/PHLDB2/SERPINE1/PROS1/FERMT2/TFPI	11
BP	GO:0060416	response to growth hormone	6/360	37/18903	6.46014247489618e-05	0.00148222150945755	0.00122698358218852	GHR/ASS1/CPS1/HMGCS2/SRD5A1/PIK3R1	6
BP	GO:0002526	acute inflammatory response	10/360	114/18903	6.51667607179171e-05	0.00148596304995053	0.00123008083096523	ASS1/KLKB1/A2M/ITIH4/TFR2/HAMP/CRP/VNN1/C3/HP	10
BP	GO:0006633	fatty acid biosynthetic process	12/360	164/18903	7.42535074890614e-05	0.00168277580775824	0.00139300251375992	CYP2C8/PRKAG2/CYP2C9/INSIG1/ACACB/ACSM2B/ACSM2A/ABHD2/MGLL/CBR4/CYP2D6/ELOVL6	12
BP	GO:0048009	insulin-like growth factor receptor signaling pathway	6/360	38/18903	7.54942651011196e-05	0.00170046228831424	0.00140764338972242	GHR/IGF1/AR/IGFBP4/PIK3R1/IGFBP1	6
BP	GO:0042430	indole-containing compound metabolic process	5/360	24/18903	7.68606046894683e-05	0.00172074590135088	0.00142443417303289	KMO/TDO2/SRD5A1/KYNU/IDO2	5
BP	GO:0006586	indolalkylamine metabolic process	4/360	13/18903	8.0735091578365e-05	0.0017965989656053	0.00148722537118041	KMO/TDO2/KYNU/IDO2	4
BP	GO:0006730	one-carbon metabolic process	6/360	39/18903	8.78021624817649e-05	0.00194216280363856	0.00160772317686434	CA5A/SHMT1/MAT1A/MTHFS/MTHFD2L/MTHFD1	6
BP	GO:0005977	glycogen metabolic process	8/360	75/18903	8.89060219298743e-05	0.00195487407743426	0.00161824557460078	PRKAG2/UGP2/GYS2/IGF1/GBE1/SORBS1/ENPP1/AGL	8
BP	GO:0019835	cytolysis	5/360	25/18903	9.45838610378313e-05	0.00206741291522928	0.00171140527134787	C9/C6/C8A/C8B/C5	5
BP	GO:0006073	cellular glucan metabolic process	8/360	76/18903	9.77404801102918e-05	0.00211142300308431	0.0017478368403841	PRKAG2/UGP2/GYS2/IGF1/GBE1/SORBS1/ENPP1/AGL	8
BP	GO:0044042	glucan metabolic process	8/360	76/18903	9.77404801102918e-05	0.00211142300308431	0.0017478368403841	PRKAG2/UGP2/GYS2/IGF1/GBE1/SORBS1/ENPP1/AGL	8
BP	GO:0009123	nucleoside monophosphate metabolic process	8/360	77/18903	0.000107289256983411	0.00230422392614372	0.00190743752470507	GDA/ADK/XDH/DLG2/SHMT1/UPB1/CDA/DPYD	8
BP	GO:0009158	ribonucleoside monophosphate catabolic process	4/360	14/18903	0.000111335062859197	0.00235012412686786	0.00194543372996071	GDA/XDH/UPB1/DPYD	4
BP	GO:0009159	deoxyribonucleoside monophosphate catabolic process	4/360	14/18903	0.000111335062859197	0.00235012412686786	0.00194543372996071	GDA/XDH/UPB1/DPYD	4
BP	GO:0050667	homocysteine metabolic process	4/360	14/18903	0.000111335062859197	0.00235012412686786	0.00194543372996071	BHMT/CPS1/CTH/MTHFD1	4
BP	GO:0009164	nucleoside catabolic process	5/360	26/18903	0.00011528620776927	0.00240602966948973	0.0019917123614019	GDA/XDH/UPB1/CDA/DPYD	5
BP	GO:0009435	NAD biosynthetic process	5/360	26/18903	0.00011528620776927	0.00240602966948973	0.0019917123614019	KMO/NNMT/KYNU/IDO2/NAMPT	5
BP	GO:0046461	neutral lipid catabolic process	6/360	41/18903	0.000117189933524353	0.00241843360021766	0.00200198034041897	CPS1/SORL1/GPLD1/ABHD2/MGLL/PLIN5	6
BP	GO:0046464	acylglycerol catabolic process	6/360	41/18903	0.000117189933524353	0.00241843360021766	0.00200198034041897	CPS1/SORL1/GPLD1/ABHD2/MGLL/PLIN5	6
BP	GO:0009161	ribonucleoside monophosphate metabolic process	7/360	59/18903	0.000124839850872738	0.00256199116179941	0.00212081734962166	GDA/ADK/XDH/DLG2/UPB1/CDA/DPYD	7
BP	GO:0044272	sulfur compound biosynthetic process	11/360	148/18903	0.000128226029526931	0.00261694449211317	0.00216630773931803	BHMT/ACSL1/ACACB/SLC1A1/CTH/PAPSS2/MAT1A/MTHFD2L/ACAT1/MTHFD1/ELOVL6	11
BP	GO:0055088	lipid homeostasis	12/360	174/18903	0.00013065121304312	0.00265178890649057	0.00219515196003622	INSIG1/TLCD4/ACSM2A/RORA/ABCB4/GOT1/ABCB11/EPHX2/GCKR/MTTP/ACOX1/NR5A2	12
BP	GO:0010907	positive regulation of glucose metabolic process	6/360	42/18903	0.000134550321691164	0.00271600485424678	0.00224830994830505	FOXO1/NNMT/PPARGC1A/IGF1/GPLD1/SORBS1	6
BP	GO:0071549	cellular response to dexamethasone stimulus	5/360	27/18903	0.000139292503357823	0.00279644840980325	0.00231490115706221	PCK1/ASS1/ARG1/SRD5A1/ERRFI1	5
BP	GO:0009071	serine family amino acid catabolic process	4/360	15/18903	0.000149546478586808	0.00297002522526704	0.00245858811711759	SDS/AGXT/GLDC/SHMT1	4
BP	GO:0042182	ketone catabolic process	4/360	15/18903	0.000149546478586808	0.00297002522526704	0.00245858811711759	KYNU/ALDH8A1/CYP4F3/HSD17B6	4
BP	GO:0019359	nicotinamide nucleotide biosynthetic process	5/360	28/18903	0.000166943802491024	0.00328026811915873	0.00271540731375377	KMO/NNMT/KYNU/IDO2/NAMPT	5
BP	GO:0019363	pyridine nucleotide biosynthetic process	5/360	28/18903	0.000166943802491024	0.00328026811915873	0.00271540731375377	KMO/NNMT/KYNU/IDO2/NAMPT	5
BP	GO:0009394	2'-deoxyribonucleotide metabolic process	6/360	44/18903	0.000175356939754266	0.00342734674842465	0.00283715906425031	GDA/ADK/XDH/SHMT1/UPB1/DPYD	6
BP	GO:0016125	sterol metabolic process	11/360	154/18903	0.000182185696097234	0.00354207348096412	0.00293212990117709	PRKAG2/CYP2C9/INSIG1/HMGCS2/AKR1D1/POR/SULT2A1/EPHX2/CAT/CYP2D6/PON1	11
