#gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	ENTREZID
EIF4A2	5.77508509461233e-44	0.447207226089761	0.403	0.208	1.96503045429279e-39	1974
COX6A1	1.04006975926332e-87	0.446952395628438	0.141	0.03	3.53894136286938e-83	1337
PCYOX1	9.78499316716367e-101	0.446795934241107	0.234	0.063	3.32944177505911e-96	51449
MYO9B	8.83973648443534e-47	0.446495082825151	0.383	0.191	3.00780873619397e-42	4650
ZNF626	2.69660303496315e-150	0.446387310484312	0.259	0.056	9.1754614867656e-146	199777
PCYT2	3.30257633736178e-49	0.446285529941954	0.295	0.129	1.12373462455072e-44	5833
MAMLD1	2.91762487392995e-113	0.446227636254292	0.24	0.06	9.92751039603404e-109	10046
C1orf43	1.35482424576228e-86	0.446208945068179	0.305	0.104	4.60992497863072e-82	25912
ZNF146	2.2339789225337e-87	0.446135749207321	0.348	0.127	7.60133668181316e-83	7705
ANAPC7	1.54841823556658e-94	0.445681636530522	0.25	0.072	5.26864788833885e-90	51434
GSTA4	1.71200299487451e-160	0.445242435474175	0.208	0.036	5.82526139035999e-156	2941
LY6G5B	7.79059979527583e-168	0.444984698116164	0.215	0.037	2.65082948634055e-163	58496
ZFAND2B	2.26194793872613e-107	0.444884064158454	0.216	0.052	7.69650405630953e-103	130617
EIF3H	1.89642376157048e-43	0.444865345612468	0.382	0.198	6.45277149111971e-39	8667
INPP4A	5.40290266010954e-51	0.444197938168494	0.251	0.102	1.83839165912887e-46	3631
TGIF2	2.85401308276833e-84	0.443841579176819	0.312	0.109	9.71106491542751e-80	60436
NIPSNAP1	2.27041393152928e-69	0.44378108246738	0.347	0.141	7.72531044342153e-65	8508
BCL2L1	7.23432130165097e-48	0.443110293598501	0.4	0.2	2.46155016609976e-43	598
HELLS	1.32754952455475e-64	0.442939773066571	0.165	0.047	4.51712001224999e-60	3070
NREP	3.60726961430257e-65	0.442835163450945	0.343	0.142	1.22740955896259e-60	9315
ASXL1	9.92474553756298e-32	0.442410028940125	0.577	0.402	3.37699391661118e-27	171023
ZNF586	7.89180652197723e-69	0.442188444995764	0.362	0.15	2.68526608716797e-64	54807
MBD3	1.38578913354299e-76	0.441993468432134	0.26	0.087	4.71528610579337e-72	53615
NFYA	6.30095004632487e-134	0.441834491938724	0.251	0.058	2.1439612627625e-129	4800
COMMD7	6.38723399268592e-101	0.441830620272713	0.166	0.035	2.17332023835131e-96	149951
TIMP2	4.31999525989499e-184	0.441523063288186	0.196	0.029	1.46992158713187e-179	7077
ATF4	2.36272974027598e-68	0.441470133262712	0.258	0.091	8.03942421426305e-64	468
MCRIP1	6.15172264525095e-80	0.441364381877101	0.194	0.053	2.09318514727309e-75	348262
KAT2A	6.15721590752446e-75	0.441220503963259	0.25	0.083	2.09505428469427e-70	2648
AK3	7.34254540066801e-34	0.441083554870105	0.518	0.336	2.4983744980313e-29	50808
GRIK4	4.33852399352058e-201	0.440570903857655	0.193	0.026	1.47622617403531e-196	2900
CACNB4	9.1395570043436e-105	0.440518104705474	0.164	0.033	3.10982566629795e-100	785
ATP6AP1	2.1966479919391e-115	0.440465803973046	0.141	0.024	7.47431445737199e-111	537
FIP1L1	3.2487421135163e-44	0.439977234153661	0.427	0.229	1.10541699154506e-39	81608
NRCAM	4.13970309812014e-144	0.439747043261401	0.154	0.023	1.40857537616636e-139	4897
NSL1	2.61495145722194e-63	0.439535905993899	0.331	0.138	8.89763382834337e-59	25936
COL18A1	1.92125460357592e-30	0.439319501692457	0.74	0.657	6.53726091412742e-26	80781
ZNF765	2.73146637201672e-94	0.439057614895691	0.194	0.048	9.29408747742408e-90	91661
POGZ	7.63374909387804e-31	0.437835763670541	0.55	0.381	2.59745946668294e-26	23126
GOLGA8B	1.63609033772366e-35	0.437755155303143	0.373	0.203	5.56696098313851e-31	440270
ADAR	8.82301563700627e-56	0.437632677756581	0.39	0.184	3.00211930064775e-51	103
SQLE	9.27003576834154e-17	0.437505458340792	0.131	0.065	3.15422237053589e-12	6713
THADA	2.33823006631035e-37	0.437350938988088	0.488	0.292	7.95606162362759e-33	63892
CSNK1E	8.53674320294674e-93	0.437252097225233	0.242	0.07	2.90471224223466e-88	1454
LEMD2	3.49256757650931e-121	0.435842120753409	0.24	0.058	1.18838104358306e-116	221496
ASAP2	6.37053042824745e-32	0.435297481782295	0.131	0.049	2.16763668351548e-27	8853
RC3H1	2.05040514333531e-36	0.435208891990091	0.471	0.285	6.97670854071271e-32	149041
EPHB4	1.84217027851383e-115	0.43519056053474	0.249	0.063	6.26816858967117e-111	2050
CYTH2	2.70964097159203e-240	0.434708490729028	0.189	0.021	9.21982436993905e-236	9266
SEMA4G	5.71449630879698e-66	0.434271556350731	0.285	0.109	1.94441451403126e-61	57715
SHARPIN	3.64504124553318e-116	0.434225890164407	0.219	0.051	1.24026173420512e-111	81858
DCAF6	1.58050417258121e-25	0.433828006498035	0.696	0.658	5.37782349762482e-21	55827
ROR1	9.71610675460483e-44	0.433821414826502	0.135	0.043	3.30600248432184e-39	4919
NDUFS2	6.69563586463765e-64	0.433463514534707	0.242	0.085	2.27825705930161e-59	4720
TRABD	1.37819595779692e-72	0.433446057880933	0.19	0.055	4.68944956599979e-68	80305
MLXIPL	1.94628408363127e-30	0.433012771165501	0.798	0.798	6.62242622296376e-26	51085
INTS7	2.15329130148477e-60	0.432408362094811	0.298	0.12	7.32678898243209e-56	25896
SNRPD2	3.17505320565362e-140	0.43205788806077	0.141	0.02	1.0803436037557e-135	6633
PRAP1	2.42176216621666e-25	0.431879453613487	0.134	0.056	8.24028794676882e-21	118471
PPP6R1	2.98412121280056e-64	0.431869335532122	0.215	0.071	1.01537708386752e-59	22870
SCAND1	4.86610812296903e-90	0.431847756446721	0.138	0.028	1.65574194992144e-85	51282
MYL6	1.8380769003343e-38	0.431720294003703	0.277	0.131	6.25424046107749e-34	4637
FOXK1	2.26420527842698e-64	0.431365215388026	0.336	0.139	7.70418488037566e-60	221937
ZNF528-AS1	0	0.431194014962933	0.167	0.009	0	102724105
TBC1D16	6.45255031898159e-41	0.43035721155095	0.347	0.174	2.19554477153668e-36	125058
DGKH	9.39768662475282e-41	0.430344449302034	0.218	0.091	3.19765685093839e-36	160851
MINK1	4.20307637469032e-85	0.429714648779239	0.288	0.095	1.43013876725213e-80	50488
MCM3	1.47453670462057e-122	0.429651851494523	0.171	0.032	5.01725859114194e-118	4172
PAK2	3.34170573897155e-40	0.429631999379253	0.408	0.223	1.13704879474246e-35	5062
SSR4	3.40956951137317e-51	0.429380532664827	0.141	0.042	1.16014012193983e-46	6748
PTP4A1	7.31303615939694e-19	0.42926590949077	0.234	0.136	2.4883336835964e-14	7803
TRIOBP	2.0800209166823e-34	0.428983764857406	0.259	0.125	7.0774791711032e-30	11078
ATXN10	6.27068584120637e-31	0.428775051442805	0.563	0.395	2.13366356432888e-26	25814
DENND4B	4.2059574448269e-103	0.428746795371688	0.229	0.059	1.4311190801768e-98	9909
PHC3	5.05276249817789e-26	0.428697573313632	0.506	0.348	1.71925296763001e-21	80012
UXS1	3.8848282767972e-114	0.427634780449564	0.224	0.053	1.32185166946301e-109	80146
FBXW8	5.70656005865689e-65	0.427301510419378	0.342	0.142	1.94171412555859e-60	26259
ZNF69	1.51899713822612e-54	0.426798829245846	0.279	0.114	5.1685396625282e-50	7620
GRAMD1A	1.58817758899436e-87	0.426575737251389	0.184	0.046	5.40393306431221e-83	57655
LSM14A	4.08748467466254e-39	0.426426151331401	0.524	0.327	1.39080753540067e-34	26065
RAB3GAP2	1.01705732509455e-43	0.426357996117235	0.484	0.277	3.46063925436673e-39	25782
E2F3	4.44592459875442e-61	0.426322245838815	0.278	0.109	1.51277030397218e-56	1871
CASC19	6.34896349036206e-44	0.426046644751664	0.275	0.124	2.1602983172306e-39	103021165
PPM1H	1.45598881124965e-62	0.425623315064969	0.27	0.102	4.95414752915806e-58	57460
ANKLE2	8.19422787988093e-49	0.42541145174545	0.229	0.09	2.78816797840828e-44	23141
FAM193A	6.57026604133981e-40	0.425381284531126	0.468	0.272	2.23559872322628e-35	8603
NONO	1.57182705744008e-67	0.424953384622757	0.289	0.108	5.34829874564561e-63	4841
TJAP1	2.44130991434684e-126	0.424110680751139	0.262	0.065	8.30680111455657e-122	93643
PM20D2	9.06496842316865e-155	0.423988044013025	0.184	0.03	3.08444615566736e-150	135293
FAM222B	1.46333477920042e-47	0.42396507613823	0.394	0.199	4.97914291970734e-43	55731
CDRT4	1.00507476643878e-83	0.423721748654051	0.218	0.062	3.41986740028458e-79	284040
SMG6	7.53939339560726e-43	0.423407107602614	0.471	0.267	2.56535399678933e-38	23293
CYP4F22	3.19317583975492e-149	0.422916963282028	0.185	0.031	1.08651001123501e-144	126410
DAP3	5.39223081191599e-41	0.422888551528153	0.386	0.203	1.83476045606253e-36	7818
SUCO	2.48762571894539e-55	0.422882789802125	0.317	0.136	8.46439527128359e-51	51430
ZNF100	1.02605694716497e-138	0.42237378761726	0.188	0.034	3.49126136842353e-134	163227
HOOK3	5.75506910350171e-27	0.422248375646159	0.479	0.319	1.95821981315749e-22	84376
ODR4	8.99038473859429e-45	0.42207950277629	0.326	0.156	3.05906831115409e-40	54953
ZNF875	1.24779040477486e-74	0.422022668769567	0.272	0.094	4.24573163128694e-70	284459
INTS3	6.33940213515288e-65	0.421786879508909	0.32	0.131	2.15704497050712e-60	65123
U2AF2	1.35775285371809e-52	0.421786340996529	0.209	0.076	4.61988986006117e-48	11338
TMEM230	4.41774614653846e-71	0.421269429575443	0.244	0.082	1.50318230382118e-66	29058
COX5B	3.47653296159259e-69	0.421246349520761	0.154	0.04	1.1829251055115e-64	1329
UBE2V2	3.57748566400461e-44	0.421066120825211	0.297	0.134	1.21727527203421e-39	7336
XXYLT1	2.30689871353359e-114	0.420707254565266	0.212	0.049	7.84945356266941e-110	152002
HDGF	5.60450774765249e-60	0.420384075295936	0.23	0.082	1.90698980621624e-55	3068
AARS2	5.41602225587425e-170	0.420209863937548	0.205	0.034	1.84285573278377e-165	57505
SNHG32	1.02922954403673e-151	0.419845598499139	0.166	0.025	3.50205644653937e-147	50854
GALNT1	1.62322849980913e-38	0.419567860561811	0.321	0.16	5.52319729345054e-34	2589
TCIRG1	6.32525349655691e-57	0.419567458164743	0.213	0.074	2.15223075473846e-52	10312
BAIAP2L1	1.84480069507779e-47	0.419422303861304	0.423	0.218	6.2771188450717e-43	55971
VCAM1	2.51777926930772e-226	0.418888574936232	0.152	0.014	8.56699574174645e-222	7412
ZNF780B	1.43008333587923e-59	0.418456832885797	0.331	0.141	4.86600155866266e-55	163131
GDI1	8.32589355770642e-81	0.41820879842773	0.165	0.04	2.83296854194519e-76	2664
GTDC1	2.62961595904105e-45	0.418023695248726	0.29	0.131	8.94753126223307e-41	79712
ARL5A	3.81106079988214e-49	0.417961734442406	0.298	0.132	1.2967515477679e-44	26225
ATP5F1B	4.47814684641751e-37	0.41765197924198	0.218	0.096	1.52373424596202e-32	506
ARHGEF1	2.98949452917074e-86	0.417579662497843	0.209	0.058	1.01720540849563e-81	9138
ATP1A1	1.9173336143076e-26	0.417177658192725	0.165	0.075	6.52391935604304e-22	476
ADORA2A-AS1	3.92404136937398e-18	0.417125035559311	0.561	0.476	1.33519431634319e-13	646023
CTBP1	4.73157171393782e-57	0.416962860489921	0.283	0.114	1.60996459138448e-52	1487
CKAP4	4.29346124835798e-136	0.416925148038797	0.153	0.024	1.46089312436629e-131	10970
ETNK1	5.80565678455329e-38	0.41680019242536	0.463	0.273	1.9754327775121e-33	55500
MCM7	5.90585009791395e-72	0.416462576369796	0.137	0.032	2.0095245543162e-67	4176
UQCRB	5.80988930450963e-27	0.416416143145077	0.131	0.053	1.97687293475245e-22	7381
NCLN	7.8872330336407e-111	0.415874615808415	0.185	0.04	2.68370991202658e-106	56926
SLC25A36	0	0.415613850456515	0.153	0.009	0	55186
GABPB1-AS1	2.06632765513608e-37	0.415360538376262	0.26	0.122	7.03088647936601e-33	100129387
DNAJC5	5.35946224434538e-63	0.415344232200996	0.371	0.162	1.82361062326096e-58	80331
PPP2R1A	2.20674433182586e-94	0.414925610872922	0.225	0.061	7.50866826347067e-90	5518
SPTLC3	2.05593305506445e-33	0.414654764422173	0.364	0.204	6.9955178131623e-29	55304
UGGT1	2.63933980658944e-36	0.414640186930218	0.319	0.164	8.98061762590122e-32	56886
EEF1E1	5.45875486776501e-183	0.414633010525005	0.217	0.035	1.85739593130572e-178	9521
MAD1L1	1.12284958003887e-39	0.414613280253195	0.366	0.19	3.82060798104026e-35	8379
ZNF587	6.84066221573954e-76	0.414381130433669	0.257	0.086	2.32760372552754e-71	84914
GON4L	2.41828436006941e-49	0.41352560969323	0.448	0.235	8.22845436357218e-45	54856
RAB11B	4.88495811812789e-89	0.413422012513246	0.225	0.063	1.6621558492742e-84	9230
ATP5MF	4.75910630907999e-87	0.41338151586819	0.147	0.032	1.61933351272756e-82	9551
PNPLA6	1.13033476616269e-77	0.413162404176826	0.193	0.054	3.84607707534516e-73	10908
DUSP9	0	0.412805653507492	0.146	0.008	0	1852
EXOC7	2.23869234620114e-49	0.412378784748826	0.243	0.098	7.61737457718399e-45	23265
RNF187	9.98558468892835e-136	0.412214792833764	0.159	0.025	3.39769504625476e-131	149603
CSPP1	1.43490772536658e-31	0.411751736953604	0.455	0.275	4.88241702633231e-27	79848
RRBP1	4.59594232486481e-28	0.411328017956931	0.696	0.572	1.5638153354585e-23	6238
RBCK1	2.60254157330548e-44	0.411311455250716	0.289	0.131	8.85540795732923e-40	10616
PLCG1	3.96118795749659e-82	0.411229013835647	0.147	0.033	1.34783381441779e-77	5335
ETV4	7.15316875460001e-265	0.411205241343455	0.134	0.009	2.4339372004402e-260	2118
PIH1D1	1.99972047780613e-114	0.410454634327218	0.181	0.037	6.80424889778314e-110	55011
IP6K2	1.03591050977006e-44	0.410357330189613	0.315	0.148	3.5247891005436e-40	51447
SEC11C	5.35304395232377e-79	0.410188440063634	0.175	0.046	1.82142673521769e-74	90701
P2RX4	1.91267207114646e-100	0.409995365334249	0.2	0.048	6.50805798928296e-96	5025
ZNF783	5.44055036111251e-76	0.409746426799664	0.195	0.055	1.85120166587214e-71	100289678
CS	4.62867985545941e-58	0.409406797330092	0.306	0.127	1.57495460761862e-53	1431
CYB5R3	1.65945468126623e-91	0.40917869828815	0.228	0.063	5.64646049847647e-87	1727
KCTD20	1.97554707788909e-51	0.40894631191843	0.378	0.183	6.72199648722541e-47	222658
CDK5RAP3	3.47237014013185e-54	0.408902006228063	0.331	0.147	1.18150866388126e-49	80279
AFMID	9.38325197324604e-34	0.408739636580141	0.554	0.363	3.1927453164167e-29	125061
MSH2	1.19464332000156e-83	0.408620461857971	0.247	0.076	4.0648933606373e-79	4436
ZNF562	2.959523099109e-83	0.408490510171863	0.246	0.075	1.00700732970283e-78	54811
RABGAP1L	1.39290486999193e-28	0.408095429015829	0.758	0.711	4.73949811063453e-24	9910
UBE2Q2	9.26702188806624e-97	0.408059121991173	0.152	0.031	3.15319686763342e-92	92912
UQCC2	1.47523532424519e-106	0.40770528886282	0.2	0.046	5.01963571427668e-102	84300
MAVS	5.25752607672716e-47	0.407367599439997	0.334	0.157	1.78892582286718e-42	57506
GORASP2	5.00953394781427e-64	0.407191693247609	0.256	0.093	1.70454402108328e-59	26003
ZNF714	3.8658348141271e-210	0.407187589626968	0.16	0.017	1.31538895385489e-205	148206
PRKCA	1.45001922518919e-15	0.407142236572777	0.721	0.649	4.93383541562874e-11	5578
RNF24	1.42725673323006e-148	0.406028502467062	0.139	0.018	4.8563837604886e-144	11237
CDC42EP1	3.46317143676518e-107	0.405743104054219	0.162	0.032	1.17837871307372e-102	11135
LAMB1	6.67002293898448e-109	0.405555127714477	0.15	0.027	2.26954200521886e-104	3912
ZNF493	7.57580338400352e-111	0.40544089645015	0.236	0.06	2.57774285944104e-106	284443
GCN1	1.25655877427694e-66	0.405374607307152	0.273	0.101	4.27556688535472e-62	10985
ZGPAT	5.0122068836391e-75	0.4052469167439	0.262	0.089	1.70545351422704e-70	84619
MBNL1	9.75224571234337e-17	0.40510405222604	0.692	0.622	3.31829912608195e-12	4154
ZNF329	9.54658585384804e-115	0.404874121238657	0.214	0.049	3.24832130263034e-110	79673
TSNAX	1.06274954764203e-65	0.404385289451887	0.256	0.092	3.61611161080677e-61	7257
YTHDF3	1.52764837933316e-40	0.403496079952862	0.363	0.185	5.19797637551903e-36	253943
MLEC	9.55986574129095e-71	0.403488195815324	0.265	0.093	3.25283991713166e-66	9761
SDHC	8.63015205771581e-43	0.403428801504191	0.377	0.193	2.93649553915838e-38	6391
WDR46	2.97458783528798e-179	0.403063785024568	0.202	0.031	1.01213325683509e-174	9277
LINC02245	6.39374635736223e-156	0.402886455802538	0.196	0.033	2.17553613555607e-151	400958
LAMTOR2	3.19794495870161e-87	0.402601183103612	0.116	0.021	1.08813275164781e-82	28956
ALDH16A1	1.07571546989602e-147	0.402491746577986	0.149	0.021	3.66022945786819e-143	126133
ZBED4	3.8575048356553e-71	0.402459247536275	0.224	0.072	1.31255459538007e-66	9889
CEP350	1.11358161691776e-25	0.401517049839934	0.505	0.337	3.78907280972438e-21	9857
APBA2	5.96064495106957e-178	0.401234543641483	0.12	0.011	2.02816905105093e-173	321
TCF7L1	3.17050497995966e-30	0.401057227960458	0.429	0.259	1.07879602448107e-25	83439
CNPY2	1.51598169356682e-60	0.400977709073847	0.27	0.104	5.15827931053045e-56	10330
DHX16	9.00916475887362e-103	0.400919057332534	0.247	0.067	3.06545840085434e-98	8449
ACAP2	1.87685907164434e-32	0.400652684870133	0.42	0.244	6.38620067717704e-28	23527
SNED1	1.5609798431877e-19	0.400437267736129	0.431	0.303	5.31139001443045e-15	25992
ZC3H3	8.36730269934863e-60	0.400421937847564	0.293	0.117	2.84705841648036e-55	23144
CHD7	1.00607725408706e-19	0.400119814219858	0.381	0.248	3.42327846475663e-15	55636
JUND	2.18710413998547e-28	0.399849513868892	0.338	0.189	7.44184054671455e-24	3727
NOL7	5.47603010263397e-109	0.399842079065224	0.162	0.032	1.86327400272223e-104	51406
NUAK1	2.01916505625786e-50	0.399731708858771	0.215	0.081	6.87041102042298e-46	9891
MTDH	7.49602562809652e-27	0.399637172104672	0.54	0.362	2.55059768021612e-22	92140
PLEKHH2	1.75574921898612e-283	0.399081538363242	0.165	0.013	5.97411229252219e-279	130271
WDSUB1	4.8178025444352e-60	0.399027278029038	0.234	0.084	1.63930549376952e-55	151525
PRDX2	1.00870628615287e-124	0.398540212292848	0.179	0.034	3.43222400926377e-120	7001
FBXO46	4.05025907554483e-133	0.398454197475651	0.232	0.05	1.37814115304488e-128	23403
RAB10	1.70358401652956e-29	0.398355179989047	0.54	0.36	5.79661497464347e-25	10890
LSM7	3.4935208115407e-109	0.398017530083672	0.166	0.033	1.18870539133484e-104	51690
SKIL	4.71147554755755e-61	0.397693092959361	0.353	0.151	1.60312666981193e-56	6498
CDC73	1.72244277758334e-37	0.397136081368166	0.454	0.264	5.86078379500508e-33	79577
TRAM1	1.23869608407218e-52	0.396689435793707	0.257	0.103	4.21478729566401e-48	23471
MRPL42	5.6512114922186e-86	0.39653998691723	0.267	0.085	1.9228812223423e-81	28977
DHX34	3.66572781220862e-45	0.396400360278437	0.252	0.108	1.2473005453821e-40	9704
ASPSCR1	4.02294758238819e-33	0.396388408834589	0.397	0.226	1.3688481443834e-28	79058
ANPEP	4.73934119597508e-47	0.396201625882489	0.386	0.194	1.61260823534248e-42	290
PPARD	5.00925063184785e-61	0.395570676610534	0.364	0.16	1.70444761999255e-56	5467
RNF115	5.89982278447347e-37	0.395429227876121	0.461	0.272	2.00747370064494e-32	27246
TCEA3	1.93494707576091e-36	0.395342461438518	0.391	0.216	6.58385091998407e-32	6920
KLHL24	8.41570920687504e-35	0.395171940680761	0.423	0.245	2.8635292147313e-30	54800
CXADR	2.42057726117774e-31	0.395124459327719	0.484	0.304	8.23625618888338e-27	1525
UBE2E1	2.32520575195753e-31	0.394747842971927	0.41	0.239	7.9117450916107e-27	7324
PCGF3	3.48102452566957e-65	0.394644450729861	0.288	0.11	1.18445340510433e-60	10336
SUGP2	3.2141839986583e-39	0.394406311749068	0.397	0.213	1.09365824738347e-34	10147
C19orf18	7.05175741549728e-115	0.394406170410795	0.169	0.032	2.3994309781971e-110	147685
PARL	5.64146225801764e-57	0.394278699178648	0.317	0.135	1.91956394791308e-52	55486
TMPRSS6	1.27806082831798e-35	0.394274797341352	0.406	0.23	4.34872977443476e-31	164656
CDH2	7.64821694786226e-20	0.394190876671663	0.578	0.48	2.60238229867961e-15	1000
PKP4	1.17807038572823e-18	0.393976584655287	0.595	0.479	4.00850229447887e-14	8502
FABP1	1.62559646848276e-14	0.393741102387233	0.287	0.185	5.53125454365944e-10	2168
DNM3	1.92392694101359e-78	0.393730567876647	0.222	0.066	6.54635380949285e-74	26052
PVR	8.20221169462717e-33	0.393291298598589	0.285	0.146	2.79088455121384e-28	5817
CCDC138	4.87525068120162e-66	0.3931618113847	0.266	0.097	1.65885279678566e-61	165055
MTR	5.20115699563431e-39	0.392617330259662	0.431	0.242	1.76974567933453e-34	4548
TMEM181	1.47568745090264e-39	0.392437614370713	0.267	0.123	5.02117412044134e-35	57583
KIF12	9.23388323951897e-90	0.392255165800733	0.274	0.085	3.14192111107873e-85	113220
PPP4R1	1.57930053942095e-43	0.39206190398438	0.285	0.129	5.37372801543373e-39	9989
ZNF283	6.47033435169712e-142	0.39183991563731	0.175	0.029	2.20159596650846e-137	284349
RALGAPB	9.81721883457466e-45	0.391810959486569	0.355	0.174	3.34040688065237e-40	57148
ABCC10	1.34577343471302e-129	0.391802785598253	0.202	0.041	4.57912868895454e-125	89845
PRRC2C	5.281950110742e-35	0.391425628173576	0.718	0.581	1.79723634468107e-30	23215
SFI1	6.41991678846344e-96	0.391245853083672	0.241	0.067	2.18444088644257e-91	9814
SET	4.62635108589285e-54	0.391230590600386	0.167	0.053	1.5741622204859e-49	6418
NSMAF	2.3310969557997e-52	0.391223101723231	0.172	0.056	7.93179050180405e-48	8439
SERPINF1	2.10551686903471e-50	0.39101877591615	0.277	0.118	7.16423169857751e-46	5176
SLC4A7	1.70200935054353e-35	0.390944849159744	0.175	0.071	5.79125701615941e-31	9497
TBCD	1.52611550006881e-30	0.390395387279683	0.384	0.219	5.19276060053412e-26	6904
SYNGR2	1.13511793863318e-136	0.390340617634635	0.14	0.02	3.86235229799327e-132	9144
COX6C	4.99145823582403e-42	0.390147522197702	0.202	0.081	1.69839357932148e-37	1345
HPS3	1.62680394388133e-90	0.390125441084546	0.185	0.045	5.53536309945063e-86	84343
CERS5	1.07715667153178e-119	0.390124742683497	0.199	0.042	3.66513329055403e-115	91012
HNRNPA3	8.26553980357311e-26	0.39010882095517	0.408	0.248	2.81243257356379e-21	220988
AVL9	1.64987008067406e-39	0.39006700742587	0.46	0.262	5.61384793650156e-35	23080
FUT8	2.67413143497236e-38	0.390034761926148	0.159	0.059	9.09899962063696e-34	2530
ZNF623	2.94365757372588e-104	0.389987685008307	0.202	0.047	1.00160892603597e-99	9831
RNF128	6.5321068517169e-36	0.389701371211739	0.27	0.129	2.22261467736519e-31	79589
TTC3	5.39730157389356e-21	0.38962089337034	0.573	0.412	1.83648583353302e-16	7267
KHK	3.82800843056219e-28	0.389184082129899	0.418	0.252	1.30251814858309e-23	3795
ZFP30	1.13631769833166e-145	0.389020141383462	0.2	0.036	3.86643460034329e-141	22835
PREX1	3.79318347459153e-148	0.389005375444608	0.171	0.027	1.29066860906452e-143	57580
SUPT5H	1.3090019462125e-34	0.38890100665608	0.346	0.183	4.45401002218266e-30	6829
DLEU2	1.49009555376978e-16	0.388320867594822	0.621	0.492	5.07019913125704e-12	8847
SNHG14	8.92525605769208e-18	0.387922827039163	0.577	0.485	3.03690762619031e-13	104472715
ST18	1.5698809177041e-67	0.38776471342793	0.101	0.02	5.34167681057998e-63	9705
RAP2A	1.7764549745851e-156	0.38756416362967	0.136	0.017	6.04456569652325e-152	5911
UBE2D2	3.43375216645318e-33	0.387489032970786	0.445	0.261	1.16836851215736e-28	7322
U2SURP	7.4034588430281e-29	0.387335688075352	0.528	0.347	2.51910090592874e-24	23350
PPP1R10	2.74046192971799e-42	0.387238518246688	0.328	0.158	9.32469576205845e-38	5514
NCL	3.01249657770668e-25	0.387180225869353	0.402	0.245	1.02503208553047e-20	4691
RETREG3	1.17053978216404e-74	0.386465143135623	0.251	0.083	3.98287866279135e-70	162427
PNRC1	3.04124050153967e-54	0.386289003504516	0.259	0.101	1.03481249305389e-49	10957
TNFRSF21	1.26572704715106e-143	0.386025935806059	0.143	0.02	4.30676285063618e-139	27242
UQCC1	1.03737957878985e-43	0.385301302709856	0.413	0.216	3.52978775479033e-39	55245
ANKIB1	4.52560211272347e-24	0.384355681147743	0.453	0.294	1.53988137487529e-19	54467
TTR	2.51959853576994e-15	0.384287552760644	0.473	0.336	8.5731859778108e-11	7276
SERP1	1.12163283817561e-40	0.384186956171996	0.24	0.104	3.81646789517634e-36	27230
ATP5F1A	6.48105371978479e-33	0.383804847832689	0.206	0.092	2.20524333869397e-28	498
QTRT1	1.54994071865019e-74	0.383713816439493	0.227	0.071	5.27382828927914e-70	81890
RIOK1	1.85010115958322e-81	0.383638085806995	0.195	0.053	6.29515420559785e-77	83732
LMAN2	5.93553754365953e-56	0.383171976144201	0.199	0.068	2.01962600460559e-51	10960
KANSL1	9.79888661544172e-22	0.383134690834757	0.615	0.486	3.3341691597702e-17	284058
CTNNB1	3.71449425233071e-22	0.383023289539614	0.403	0.252	1.26389381429805e-17	1499
RNF157	4.32166689212445e-80	0.382976773417326	0.187	0.05	1.47049037671427e-75	114804
SNTB1	3.48673078657491e-27	0.382879673442112	0.794	0.719	1.18639501743998e-22	6641
ZSCAN16-AS1	8.15180338323118e-64	0.382503137720767	0.159	0.044	2.77373261917824e-59	100129195
CLTC	4.65997560641306e-26	0.382335920097957	0.427	0.266	1.58560329983811e-21	1213
STX6	8.39407335690356e-67	0.38229137022936	0.25	0.087	2.85616740042e-62	10228
BTG1	1.62134583446836e-71	0.382128348940327	0.196	0.058	5.51679133636205e-67	694
RRP1B	2.80375068490502e-38	0.382054633321538	0.222	0.096	9.54004208045782e-34	23076
LONP1	3.50000915258911e-74	0.382017912393055	0.209	0.063	1.19091311425997e-69	9361
GRINA	4.20404810324415e-47	0.381975458287606	0.227	0.091	1.43046940760985e-42	2907
ZNF512	8.37162302638802e-68	0.38150223334397	0.253	0.088	2.84852845095879e-63	84450
HNRNPM	1.34443367153541e-31	0.381269130549268	0.466	0.285	4.57457001076637e-27	4670
FBL	8.78696420313807e-102	0.380965026922247	0.153	0.03	2.98985243975976e-97	2091
VTI1A	3.91836645541742e-23	0.380932813044624	0.591	0.441	1.33326337012033e-18	143187
LIN9	8.44538648602311e-156	0.380564779174351	0.192	0.032	2.87362720573422e-151	286826
CRLS1	2.87037906218505e-30	0.380379044497932	0.488	0.316	9.76675179699086e-26	54675
XPOT	1.0130631766464e-43	0.380107336661824	0.213	0.085	3.44704876485704e-39	11260
SPIN1	7.74713465243517e-39	0.380014915677917	0.315	0.156	2.63604003683759e-34	10927
SNRPF	5.309164286351e-98	0.379555192466327	0.156	0.032	1.80649624007379e-93	6636
GMPS	7.351532911061e-53	0.379416888504069	0.248	0.097	2.50143258831762e-48	8833
UQCRQ	7.36681823535725e-23	0.37928029845519	0.178	0.087	2.50663357276266e-18	27089
QRICH1	5.29740109688855e-42	0.379272609797063	0.316	0.15	1.8024936972273e-37	54870
LSM4	2.31097407046066e-79	0.379009229247246	0.137	0.03	7.86332037214943e-75	25804
PSMB3	3.36437694024593e-91	0.378748609621384	0.179	0.042	1.14476289768808e-86	5691
