#gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	ENTREZID
GRIA3	0	0.411547709030869	0.12	0.032	0	2892
IGF2BP1	0	0.411241943924491	0.132	0.019	0	10642
RPL19	0	0.411235403600946	0.198	0.082	0	6143
IFNGR1	6.64446462444384e-247	0.410862348931911	0.25	0.135	2.26084553311326e-242	3459
LINC02336	2.00567075878739e-59	0.410741622424318	0.325	0.262	6.82449532384998e-55	105370309
ARID4B	0	0.41027325957318	0.644	0.451	0	51742
ZNF124	0	0.40965430600932	0.187	0.052	0	7678
PLXDC2	2.28877438464943e-231	0.409261308569568	0.155	0.067	7.78778372120814e-227	84898
SHC3	0	0.408878297283357	0.142	0.029	0	53358
RPL39	0	0.407584053770034	0.196	0.071	0	6170
GRAMD1A	0	0.407311585346303	0.17	0.046	0	57655
RPS17	0	0.407093200553853	0.22	0.098	0	6218
SERINC2	0	0.406975677054213	0.234	0.084	0	347735
C1GALT1	0	0.4055812423038	0.346	0.197	0	56913
CENPP	1.04108531057181e-275	0.405342131746746	0.317	0.18	3.54239687775164e-271	401541
MROH1	0	0.404116497711926	0.353	0.173	0	727957
ST8SIA6-AS1	0	0.404110626399456	0.126	0.026	0	100128098
MPZL1	0	0.403435685899428	0.21	0.063	0	9019
SAMHD1	2.74045940103407e-279	0.40288134861838	0.23	0.113	9.32468715795851e-275	25939
KCNQ1	0	0.402597438124738	0.11	0.018	0	3784
RIN2	0	0.402381388130064	0.393	0.201	0	54453
RPL11	0	0.401444722669055	0.256	0.125	0	6135
COP1	0	0.400048241313556	0.686	0.502	0	64326
NCOA3	8.29281594416e-276	0.400009313122648	0.438	0.282	2.82171355315988e-271	8202
USP53	4.07583554786237e-127	0.39953026055317	0.3	0.212	1.38684380351565e-122	54532
RERG	0	0.39937649232288	0.101	0.019	0	85004
NSD2	0	0.399263238981904	0.373	0.207	0	7468
SRGAP2	0	0.39913698181899	0.203	0.066	0	23380
TP63	4.22157312433414e-299	0.398973750550279	0.13	0.042	1.43643247128593e-294	8626
RPS23	0	0.398959263802726	0.183	0.069	0	6228
LYZ	0	0.398936405361418	0.119	0.019	0	4069
ZNF251	0	0.398490440788239	0.227	0.074	0	90987
PSMD4	0	0.39734353919818	0.278	0.114	0	5710
GAS5	0	0.397311955785344	0.341	0.166	0	60674
RYR2	3.87155029256694e-236	0.396611250131832	0.102	0.032	1.31733370254883e-231	6262
PSAP	0	0.396290787980604	0.283	0.136	0	5660
RAB2A	0	0.396081616875797	0.513	0.337	0	5862
DUXAP8	0	0.396040876696063	0.152	0.035	0	503637
COX6C	0	0.395683291357603	0.206	0.081	0	1345
MAP2K6	1.60208726466023e-213	0.395075443910244	0.195	0.1	5.45126212673289e-209	5608
ACSL3	4.74646793779576e-300	0.39473352164486	0.445	0.284	1.61503318051438e-295	2181
HDAC4	0	0.394721149466683	0.509	0.327	0	9759
CNKSR2	0	0.394536505494781	0.216	0.082	0	22866
RB1CC1	3.5873602450587e-287	0.392456136065487	0.603	0.445	1.22063519698367e-282	9821
RABGAP1L	1.20391693195251e-301	0.391191483628013	0.825	0.711	4.0964477526616e-297	9910
CCT3	0	0.390995913098641	0.258	0.1	0	7203
ABLIM2	0	0.390419043399012	0.138	0.025	0	84448
FADS2	0	0.390397360967518	0.151	0.038	0	9415
SQLE	0	0.390312783745776	0.186	0.065	0	6713
BBX	0	0.390129926871945	0.452	0.273	0	56987
PHF20L1	0	0.389953142703438	0.414	0.232	0	51105
CERS4	0	0.389441822857733	0.38	0.207	0	79603
C2orf27A	0	0.389313061207589	0.108	0.02	0	29798
DPP10	7.68340801192938e-206	0.389048404913652	0.139	0.06	2.61435641013909e-201	57628
GRINA	0	0.388684970080561	0.226	0.091	0	2907
RAB4A	2.27486419820258e-296	0.38851506195164	0.31	0.17	7.7404529208041e-292	5867
SPAG16	1.12855068361186e-283	0.388457383143586	0.314	0.175	3.8400065560577e-279	79582
PRSS3	0	0.388266061520659	0.107	0.018	0	5646
GALNT1	0	0.387703494699412	0.302	0.16	0	2589
BACH1	8.6934469961234e-301	0.386906729674138	0.471	0.306	2.95803227490095e-296	571
NR6A1	1.38610405081133e-192	0.386716177559492	0.565	0.446	4.71635764329064e-188	2649
LPGAT1	8.84245403189618e-303	0.386674308015203	0.58	0.414	3.008733408893e-298	9926
LINC01278	4.91286390450226e-253	0.386518672407173	0.432	0.284	1.67165107214594e-248	92249
ANXA2	0	0.386094113461608	0.203	0.065	0	302
ZHX2	6.15955043518607e-301	0.385120078461997	0.685	0.521	2.09584863107641e-296	22882
COL27A1	6.93234005068263e-242	0.384765161945325	0.543	0.397	2.35879802564527e-237	85301
RPL23	0	0.384562787420638	0.198	0.076	0	9349
MIR222HG	0	0.383342319696797	0.16	0.035	0	104457406
ZNF706	0	0.383112059972581	0.257	0.109	0	51123
COL23A1	6.74320849379204e-297	0.3820546856499	0.115	0.033	2.29444412209768e-292	91522
SMAD2	1.45667837964258e-307	0.381879968448776	0.413	0.251	4.95649385457186e-303	4087
GPAM	3.19671113955787e-178	0.381592061020985	0.76	0.648	1.08771293234596e-173	57678
BMPR1A	0	0.38143736848572	0.432	0.26	0	657
TRIM5	1.11471576539364e-214	0.381124629233257	0.149	0.066	3.7929318633284e-210	85363
AHCTF1	0	0.380307969855997	0.417	0.243	0	25909
PDZK1	0	0.38017288351187	0.362	0.197	0	5174
B4GALT6	1.07102401390103e-242	0.379021895809063	0.105	0.033	3.64426630969965e-238	9331
CNIH3	0	0.378857987982914	0.201	0.074	0	149111
VIL1	0	0.378726468409269	0.169	0.053	0	7429
C1QTNF3	0	0.378366370535549	0.169	0.057	0	114899
GDAP1	0	0.378241616852015	0.158	0.051	0	54332
RECK	0	0.377374605603972	0.137	0.027	0	8434
WWP1	3.21929690639741e-262	0.377229072122235	0.734	0.608	1.09539796537078e-257	11059
TLE1	1.32279346730343e-303	0.376506809107157	0.571	0.4	4.50093705184666e-299	7088
STT3B	0	0.376358459236313	0.433	0.264	0	201595
LRRC8D	9.35287447282017e-276	0.376152510239607	0.527	0.362	3.18240906812179e-271	55144
PEG10	0	0.376070035565959	0.101	0.014	0	23089
RPS7	0	0.375507393143007	0.22	0.094	0	6201
GPATCH2	0	0.375188724462002	0.382	0.216	0	55105
TRIM71	0	0.374279524163183	0.111	0.011	0	131405
GTF2IRD1	0	0.373114236639429	0.316	0.153	0	9569
ITGA9	0	0.37200686574124	0.113	0.029	0	3680
ATP8B1	4.77460023019251e-240	0.371915451663551	0.323	0.193	1.6246054743253e-235	5205
CLTA	0	0.37134285350681	0.21	0.087	0	1211
MAP4	0	0.371241193519129	0.559	0.363	0	4134
ZBTB41	0	0.370618528409959	0.224	0.087	0	360023
ADAMTS9	0	0.370375896671961	0.123	0.024	0	56999
GLS	0	0.369499648697863	0.217	0.087	0	2744
VTI1A	1.08285961197643e-301	0.369410267536973	0.617	0.441	3.68453811571099e-297	143187
LMNA	0	0.369294594988898	0.26	0.107	0	4000
CEP112	0	0.369281774491539	0.279	0.132	0	201134
SLC6A11	7.63189339168753e-301	0.369236092606394	0.12	0.036	2.5968280454556e-296	6538
PPM1E	2.69475551653932e-248	0.369183312475291	0.149	0.06	9.1691751205767e-244	22843
LRMDA	9.22454135789344e-198	0.367112007088721	0.954	0.948	3.13874244243682e-193	83938
YAP1	1.93857746092949e-280	0.366746292672699	0.539	0.374	6.59620366855869e-276	10413
INTS8	0	0.366638535750568	0.243	0.1	0	55656
VPS28	0	0.366575607941001	0.201	0.064	0	51160
YTHDF3	0	0.365785644853208	0.35	0.185	0	253943
ABCC1	0	0.365002381685715	0.148	0.034	0	4363
FAU	0	0.364555222501867	0.161	0.06	0	2197
HEATR1	0	0.364545819688532	0.236	0.09	0	55127
RPS16	7.52323524496726e-247	0.364315978672656	0.245	0.13	2.55985602445256e-242	6217
CHST11	0	0.363900937667227	0.133	0.037	0	50515
LINC02331	0	0.363825166686471	0.111	0.019	0	105370503
FAM91A1	0	0.363733583440873	0.34	0.177	0	157769
ZNF710	0	0.363733135942223	0.285	0.128	0	374655
PRR5L	0	0.363697472291476	0.115	0.021	0	79899
PKN2-AS1	4.37243721777096e-159	0.362575474796953	0.146	0.073	1.48776548771875e-154	101927891
MAPKAP1	1.4783555520114e-261	0.362502920291424	0.45	0.302	5.030252601274e-257	79109
NUDCD1	0	0.36219185254684	0.214	0.079	0	84955
LYN	0	0.362109546276011	0.232	0.096	0	4067
RPL17	3.86710315741474e-304	0.362003875736005	0.281	0.145	1.31582052034194e-299	6139
DSTYK	0	0.361833868317127	0.223	0.082	0	25778
TAF2	0	0.361786187088152	0.355	0.184	0	6873
UBA52	0	0.361695180874641	0.197	0.08	0	7311
FAM219A	0	0.361677100501755	0.188	0.078	0	203259
PTH2R	1.41387513229357e-281	0.360809426610385	0.131	0.044	4.81085152514211e-277	5746
CANX	0	0.359110565389532	0.353	0.193	0	821
SLC16A11	0	0.358360156869362	0.1	0.015	0	162515
TMEM45B	0	0.357970172377837	0.187	0.067	0	120224
DHX9	0	0.356534139472404	0.308	0.144	0	1660
RPL9	0	0.355865303366611	0.236	0.111	0	6133
FBXL7	3.29842144308968e-138	0.355332949693384	0.146	0.077	1.12232088022569e-133	23194
RPL12	0	0.354304101274339	0.207	0.087	0	6136
ATR	6.72988075564365e-304	0.354150024572999	0.403	0.244	2.28990922591531e-299	545
CTTNBP2	0	0.354100557260739	0.123	0.027	0	83992
POLR2J3	0	0.353394229557176	0.412	0.24	0	548644
OXR1	6.56913322019422e-209	0.352904914364482	0.452	0.312	2.23521326950329e-204	55074
TUBB	0	0.352591850486687	0.149	0.04	0	203068
RNF128	0	0.352269419552319	0.267	0.129	0	79589
KAZN	1.31080549875123e-106	0.35133874931112	0.114	0.06	4.46014679005093e-102	23254
MEIS2	1.84456317765255e-290	0.350612651649826	0.457	0.292	6.27631066828056e-286	4212
SESTD1	0	0.350245876658289	0.37	0.205	0	91404
DNMT3A	0	0.350175674784879	0.299	0.137	0	1788
PPIA	0	0.349943791116397	0.221	0.096	0	5478
TNFAIP3	0	0.348707030807625	0.152	0.043	0	7128
ANO5	3.59986119072242e-168	0.348635937580835	0.23	0.137	1.22488876875521e-163	203859
ADAMTS9-AS2	1.29287818026294e-220	0.348294247598484	0.101	0.034	4.39914729616268e-216	100507098
INTS3	0	0.348267376574517	0.287	0.131	0	65123
TAB3	4.5660729455337e-256	0.348191048470702	0.308	0.177	1.5536519804473e-251	257397
TATDN1	0	0.347675141408916	0.263	0.118	0	83940
RBFOX1	6.20279062434808e-29	0.346628404908656	0.12	0.092	2.11056153784068e-24	54715
GK5	1.99987243868166e-294	0.3466112128055	0.24	0.117	6.80476595985822e-290	256356
AAK1	2.46003244236321e-285	0.345814348227486	0.435	0.275	8.37050638838507e-281	22848
SLC40A1	5.89188578145889e-270	0.345550862432753	0.25	0.129	2.0047730559992e-265	30061
IRS1	1.84935946024776e-301	0.34515750331285	0.391	0.229	6.29263049943903e-297	3667
RPS6	9.40971571877714e-241	0.345037430745159	0.216	0.109	3.20174987047111e-236	6194
B4GALT5	1.48149772540178e-240	0.344370919512863	0.334	0.202	5.04094416045209e-236	9334
PACSIN2	9.61110784038447e-308	0.343832365994239	0.457	0.287	3.27027555376922e-303	11252
RCOR3	0	0.343079473949071	0.464	0.29	0	55758
P4HB	4.86410206414456e-283	0.342275817760397	0.383	0.231	1.65505936834583e-278	5034
MYEF2	0	0.341071338342072	0.107	0.004	0	50804
RPL6	2.11873681567051e-290	0.340748189292412	0.234	0.113	7.20921388900049e-286	6128
LINC00607	2.63484610651899e-216	0.340383467808533	0.12	0.046	8.96532736204151e-212	646324
ADD3	0	0.33989745738991	0.234	0.106	0	120
PCGF3	0	0.33928039552478	0.243	0.11	0	10336
CDK5RAP2	3.35200816281693e-252	0.338154578296091	0.547	0.392	1.14055429748009e-247	55755
RALY	0	0.338099913492771	0.287	0.138	0	22913
CLDN2	0	0.338034765508457	0.117	0.032	0	9075
EMC2	0	0.337702456969605	0.306	0.152	0	9694
ZNF337-AS1	0	0.33750125483034	0.315	0.159	0	102724826
CTTN	0	0.337043113693874	0.248	0.103	0	2017
ARHGEF18	0	0.336645333965775	0.228	0.102	0	23370
DAP3	0	0.33650745774875	0.371	0.203	0	7818
IRF2BP2	0	0.336176697453293	0.276	0.136	0	359948
FAM20B	0	0.33549080129118	0.257	0.116	0	9917
CTNNB1	9.3189762711729e-306	0.335448085276041	0.417	0.252	3.17087486602929e-301	1499
FLVCR1	0	0.334933672685965	0.172	0.051	0	28982
EYS	3.41207222762453e-159	0.33415870735537	0.152	0.078	1.16099169617152e-154	346007
RALGAPA1	1.43854721979081e-176	0.333948076977859	0.579	0.451	4.89480077006019e-172	253959
LIFR	0	0.333857066106065	0.139	0.043	0	3977
AFAP1	0	0.33382031174768	0.108	0.019	0	60312
DNAJC6	0	0.333618925018228	0.114	0.027	0	9829
RPS8	3.79685724725956e-277	0.333324801101841	0.241	0.121	1.29191864695254e-272	6202
CPPED1	0	0.333122035371501	0.354	0.2	0	55313
ADAR	0	0.332112121408668	0.346	0.184	0	103
MRTFA	6.90468411010404e-225	0.331329202518669	0.463	0.318	2.349387815304e-220	57591
SNORC	8.18464882908689e-173	0.330751126209736	0.101	0.04	2.7849086105851e-168	389084
APOC1	1.13540804692121e-31	0.330507247584676	0.721	0.654	3.8633394204541e-27	341
CST3	3.81671592368099e-251	0.330273805312062	0.167	0.072	1.29867576019169e-246	1471
PRDX1	1.10870823880018e-295	0.330000451838427	0.153	0.056	3.7724906533415e-291	5052
UBE2K	5.21228798630876e-275	0.329480173986117	0.649	0.49	1.77353311022142e-270	3093
ZEB1	1.61533271513619e-216	0.329203944605792	0.576	0.426	5.49633109652241e-212	6935
MYO3B	1.00210081970798e-258	0.329076550070679	0.115	0.037	3.40974824913837e-254	140469
BZW2	0	0.328609501230015	0.169	0.061	0	28969
SLC5A6	2.93849779250581e-301	0.327893775741379	0.138	0.046	9.99853258878028e-297	8884
GAB2	2.10018809008166e-301	0.327591837024148	0.26	0.128	7.14609999531186e-297	9846
C7orf50	1.30185112094388e-267	0.327146460212748	0.242	0.123	4.42967862412363e-263	84310
CEP170	0	0.326560835217973	0.287	0.141	0	9859
NSMAF	0	0.32635872106428	0.176	0.056	0	8439
DDX60	6.62866294765595e-167	0.326194473738309	0.144	0.07	2.25546885456941e-162	55601
KDM5B	0	0.32594402707081	0.236	0.093	0	10765
ATRX	3.95777131668335e-296	0.325545055047018	0.654	0.475	1.34667126821468e-291	546
TERF1	0	0.325094585375227	0.187	0.065	0	7013
UGGT1	0	0.324652264463473	0.316	0.164	0	56886
RSRC1	7.14446733969887e-271	0.324399324418317	0.461	0.303	2.43097645700594e-266	51319
FRMD4A	1.73953351986273e-230	0.3241021473724	0.305	0.178	5.91893675468493e-226	55691
ZIC1	0	0.323832556742903	0.202	0.084	0	7545
TMCC1	3.50595208016137e-276	0.323782913728879	0.539	0.371	1.19293525479571e-271	23023
HNF1A-AS1	1.41112128420487e-232	0.323436287722918	0.614	0.453	4.8014812816355e-228	283460
DTNBP1	0	0.323430362761802	0.211	0.09	0	84062
SLC44A3	0	0.323098944229473	0.147	0.04	0	126969
HM13	0	0.320726810610547	0.334	0.181	0	81502
TPM3	0	0.320085864554918	0.232	0.096	0	7170
CA5B	2.58692251017317e-261	0.31964112669793	0.199	0.093	8.80226253311521e-257	11238
MAP3K1	0	0.319624216515612	0.255	0.123	0	4214
HKDC1	1.75041412289429e-236	0.319271523293159	0.151	0.063	5.95595909456012e-232	80201
SUSD1	0	0.319204631937727	0.141	0.036	0	64420
PPP4R1	0	0.319090726003769	0.267	0.129	0	9989
SLC2A14	9.16907125526015e-223	0.318898244188211	0.126	0.049	3.11986818531482e-218	144195
COPA	0	0.318286981089473	0.419	0.243	0	1314
LGALS8	0	0.318061190206911	0.221	0.091	0	3964
ARFGEF2	1.47497169970395e-294	0.317506499097511	0.505	0.332	5.01873870541265e-290	10564
DGKH	1.58075820469227e-282	0.317502068509216	0.202	0.091	5.37868786728591e-278	160851
EPB41L2	1.3176174224691e-268	0.317450746040805	0.197	0.089	4.48332504169335e-264	2037
TBL1XR1	1.5590943756191e-204	0.317221160411086	0.625	0.488	5.30497452248156e-200	79718
PHF3	1.0461905827537e-213	0.317205775185119	0.541	0.389	3.55976807687774e-209	23469
LACTB2	0	0.317050339927457	0.167	0.06	0	51110
ADAM9	0	0.316695879807811	0.142	0.041	0	8754
ANKS1A	2.18071177014457e-252	0.316570995921472	0.456	0.299	7.42008986909391e-248	23294
EIF4G3	8.08135197863144e-266	0.316312198675343	0.675	0.516	2.74976082424913e-261	8672
SLC38A6	0	0.31526457784398	0.199	0.082	0	145389
ALDH3A2	1.29626281125067e-279	0.315252969026234	0.384	0.23	4.41066384156154e-275	224
HMCN1	1.00292454326243e-149	0.315174445342392	0.138	0.07	3.41255105090474e-145	83872
SLC25A43	0	0.314989265262311	0.186	0.073	0	203427
SCN1A-AS1	3.17075016598235e-223	0.314808114242534	0.12	0.045	1.07887945147716e-218	101929680
ATE1	1.05317587136367e-265	0.314797976528207	0.51	0.343	3.58353621990202e-261	11101
TAPT1-AS1	3.3425405184206e-227	0.314779625058173	0.441	0.295	1.13733283679779e-222	202020
TAPBP	0	0.314648925580679	0.23	0.104	0	6892
VGLL4	3.80344737268256e-306	0.314639269891926	0.384	0.222	1.29416100302897e-301	9686
CLIP2	1.00370563660228e-287	0.313643106661199	0.115	0.034	3.41520879910293e-283	7461
SRGAP1	7.41385738442119e-274	0.313570875243769	0.207	0.096	2.52263911362315e-269	57522
SLC25A21	1.02326135831949e-226	0.313544732455524	0.119	0.043	3.4817490978179e-222	89874
SLC7A6	0	0.313429170307061	0.109	0.018	0	9057
GALK2	3.48285111397792e-269	0.311999635258217	0.358	0.212	1.18507492004213e-264	2585
TBC1D22A	1.66824915157774e-223	0.311406657836673	0.563	0.417	5.67638456315841e-219	25771
E2F3	1.23214810571365e-300	0.311364846062892	0.232	0.109	4.19250714450126e-296	1871
RACK1	0	0.310953954444779	0.217	0.096	0	10399
RAB3GAP2	5.96667609617706e-275	0.309582745522886	0.437	0.277	2.03022120848521e-270	25782
VIRMA	0	0.309401362073265	0.282	0.137	0	25962
GRK5	0	0.308688714509977	0.213	0.092	0	2869
RBM12B	0	0.308447708177391	0.219	0.089	0	389677
TANC1	2.51597787506893e-269	0.308416856616534	0.3	0.166	8.56086631770954e-265	85461
RPL41	7.86196342299647e-176	0.307639193041835	0.283	0.176	2.67511167430878e-171	6171
CUEDC1	0	0.307369127598673	0.128	0.033	0	404093
SLC12A2	1.3359628562444e-235	0.307081812013126	0.105	0.034	4.5457472146572e-231	6558
SHLD1	1.07983785113526e-295	0.306863546165859	0.168	0.065	3.67425627227284e-291	149840
NDRG1	3.07746970863339e-156	0.3063624910424	0.195	0.11	1.0471398430596e-151	10397
ENO1	0	0.3063539270518	0.225	0.102	0	2023
TPM4	0	0.306351852983044	0.125	0.028	0	7171
MTHFD1L	5.02134593938965e-200	0.306161968370424	0.23	0.128	1.70856316933672e-195	25902
TGFBR2	1.57860801040794e-259	0.305769465569463	0.403	0.249	5.37137161621405e-255	7048
KCTD3	4.18514089418661e-267	0.304994157651782	0.452	0.29	1.42403604065594e-262	51133
NFXL1	2.04430711459101e-297	0.304992025321205	0.223	0.103	6.95595938810737e-293	152518
STXBP5	8.11310152847444e-274	0.304442867778933	0.238	0.119	2.76056392607871e-269	134957
PRPSAP1	6.89304502397218e-267	0.303306520210036	0.276	0.148	2.34542749985677e-262	5635
GPAA1	0	0.30311184349335	0.152	0.045	0	8733
ATP6V1H	2.78388088829411e-275	0.303054540439961	0.355	0.208	9.47243311050955e-271	51606
KCNMB2-AS1	1.44513499386569e-200	0.302543885886108	0.201	0.104	4.91721633012738e-196	104797538
TMEM14B	4.327678348301e-267	0.302301796475091	0.315	0.178	1.4725358347929e-262	81853
B2M	4.77521654192438e-199	0.301911823103286	0.368	0.238	1.62481518055519e-194	567
MDM4	0	0.301738302484202	0.491	0.308	0	4194
NORAD	0	0.301729700252594	0.197	0.081	0	647979
SSBP2	4.07774995080927e-247	0.301683381380248	0.171	0.075	1.38749519826236e-242	23635
PAPPA2	3.65502745176281e-198	0.301608916713179	0.117	0.046	1.24365964073681e-193	60676
FBXL5	9.42854048017583e-263	0.30160434646896	0.391	0.242	3.20815518378463e-258	26234
CD63	0	0.301588187706763	0.133	0.037	0	967
ETFB	1.68613017745935e-249	0.301115741065552	0.323	0.189	5.73722654182319e-245	2109
DPP4	4.04316130467896e-275	0.301078077041511	0.239	0.118	1.37572606553006e-270	1803
RPL5	5.76823301448543e-257	0.30083599384676	0.266	0.142	1.96269896550881e-252	6125
GRIK4	0	0.300155828795162	0.106	0.026	0	2900
PCMTD2	0	0.299995385570575	0.24	0.111	0	55251
IPO9	0	0.299554503916384	0.291	0.149	0	55705
MRPS21	0	0.299044414018794	0.198	0.08	0	54460
ENOX1	7.07189290172583e-216	0.298848189255585	0.107	0.038	2.40628227874123e-211	55068
DLGAP1	1.67206204423632e-124	0.298700143633301	0.1	0.047	5.6893583117185e-120	9229
HIP1	5.87616335093207e-224	0.297706443252069	0.325	0.196	1.99942334178815e-219	3092
MSH5	0	0.29726541659534	0.172	0.065	0	4439
EDEM3	6.12606124845144e-297	0.297057283552397	0.314	0.17	2.08445360039809e-292	80267
SORD	8.71799537606382e-130	0.296958366144876	0.492	0.386	2.96638510665947e-125	6652
HCG17	3.52142499608752e-280	0.296953563197608	0.21	0.097	1.19820006916874e-275	414778
PLAG1	0	0.296836838336743	0.12	0.03	0	5324
SCLY	9.30123896208222e-150	0.296831791377803	0.237	0.147	3.16483956923809e-145	51540
CLSTN1	0	0.296008720989046	0.131	0.032	0	22883
TCF20	1.45723074517813e-273	0.295950275997244	0.35	0.204	4.95837333354311e-269	6942
WWC3	0	0.295534737109842	0.146	0.048	0	55841
AGBL4	9.14677455060405e-107	0.295308151501619	0.111	0.059	3.11228150858853e-102	84871
RPL27	4.40056828264436e-281	0.295262405218858	0.153	0.059	1.49733736385257e-276	6155
NPAS3	8.21635209482441e-239	0.294964904910582	0.122	0.044	2.79569596378495e-234	64067
MIR181A2HG	0	0.294274015938819	0.116	0.025	0	100379345
ZFPM2	1.45500283389515e-140	0.29417567007025	0.106	0.048	4.95079264261163e-136	23414
RNF220	7.95959720581861e-237	0.294163392863367	0.119	0.043	2.70833254525184e-232	55182
PLXNC1	2.31461627673545e-169	0.293566743976756	0.141	0.067	7.87571334322006e-165	10154
AVL9	4.41678911531166e-267	0.293423070489176	0.419	0.262	1.50285666437594e-262	23080
RAP2C-AS1	7.1482720677878e-237	0.293163089756765	0.266	0.146	2.43227105378548e-232	101928578
GPR158	2.27720706834114e-292	0.292920110424392	0.114	0.033	7.74842477073755e-288	57512
TMSB4X	7.04899723178118e-306	0.292767669858706	0.121	0.036	2.39849179808586e-301	7114
NEDD4	7.79799574127429e-216	0.292426528838584	0.568	0.403	2.65334603092599e-211	4734
OSBP2	0	0.292184966105151	0.161	0.051	0	23762
RPS25	1.19516915571549e-260	0.291164667249289	0.193	0.089	4.06668256923753e-256	6230
CSMD1	2.22863379086213e-129	0.291058884540133	0.122	0.062	7.58314933678747e-125	64478
FAM78B	7.9600411840372e-243	0.290873966759727	0.134	0.051	2.7084836132805e-238	149297
KLF7	2.18085320063462e-248	0.290628876211376	0.169	0.073	7.42057110047937e-244	8609
ZNF189	1.7580492123991e-238	0.290613361249117	0.189	0.09	5.98193825010918e-234	7743
LINC01320	4.82681405030266e-121	0.290581905212307	0.165	0.096	1.64237174875598e-116	104355288
CLIP4	0	0.29054812626025	0.248	0.111	0	79745
RPL4	3.84989619523633e-244	0.290134133824691	0.198	0.095	1.30996567939111e-239	6124
SOGA1	0	0.290075639968905	0.122	0.025	0	140710
TNRC18	7.96756170780436e-271	0.289929702619102	0.455	0.291	2.71104254669751e-266	84629
EXOC2	8.57661984644087e-255	0.28983186649397	0.35	0.209	2.91828066894997e-250	55770
LINC00348	1.13645445362103e-125	0.289828276707278	0.104	0.05	3.86689992389092e-121	100885781
HTT	6.2809892242448e-261	0.289742249445736	0.397	0.248	2.13716939344154e-256	3064
ELK4	0	0.289052583772965	0.255	0.121	0	2005
WASHC2A	0	0.288991925379191	0.159	0.054	0	387680
YEATS2	2.94336794519555e-272	0.288804849668748	0.231	0.113	1.00151037703224e-267	55689
CPD	6.32118235966509e-228	0.287810050604911	0.303	0.176	2.15084550969964e-223	1362
FDPS	2.22580786898606e-227	0.287260758767738	0.358	0.221	7.57353385501197e-223	2224
NCK2	0	0.286461568226909	0.125	0.033	0	8440
COX6B1	8.19720575379129e-284	0.286400963968923	0.142	0.051	2.78918122978503e-279	1340
GOLGA8A	8.41265132176041e-196	0.286145266958394	0.166	0.082	2.8624887387422e-191	23015
GOLGA3	4.52442830686751e-304	0.28570479435127	0.241	0.114	1.53948197569474e-299	2802
SNHG6	0	0.285694791320894	0.157	0.048	0	641638
PAX8-AS1	9.25560130652707e-291	0.285613550284586	0.181	0.074	3.1493109005589e-286	654433
ZNF721	4.21780322559581e-230	0.285557352288942	0.42	0.275	1.43514972554123e-225	170960
MEIS1	1.54096344752571e-150	0.285386904040924	0.166	0.09	5.24328222655098e-146	4211
TBCK	5.16121822470044e-179	0.28535580347843	0.495	0.359	1.75615611313657e-174	93627
EEF1G	3.07799840283793e-233	0.285270043370991	0.183	0.086	1.04731973654963e-228	1937
NINL	1.63916232448307e-131	0.285170687573341	0.285	0.195	5.57741372528611e-127	22981
CFL1	0	0.284903692355172	0.131	0.037	0	1072
ASH1L	9.10040971617599e-236	0.284195105252188	0.746	0.601	3.09650541002604e-231	55870
RPL35A	4.51432152811352e-256	0.284023174824723	0.169	0.072	1.53604304315591e-251	6165
ENSA	6.39996135928075e-301	0.28359396816421	0.338	0.186	2.17765085210887e-296	2029
RPS9	5.83926502664702e-206	0.283563942432592	0.287	0.171	1.98686831796691e-201	6203
STAT1	1.90404491563065e-197	0.283291436511989	0.269	0.158	6.47870322992484e-193	6772
TMCO3	0	0.282904639292663	0.153	0.053	0	55002
LYPLA1	6.035129833756e-279	0.282735476673256	0.319	0.178	2.05351327723382e-274	10434
CCDC148	1.02336890576834e-107	0.281849819287551	0.119	0.064	3.48211503876735e-103	130940
TMEM135	6.11718182945561e-181	0.281615916815933	0.526	0.39	2.08143228929057e-176	65084
ALPK3	0	0.280986923544681	0.177	0.064	0	57538
STS	2.95132749722173e-185	0.280799502042137	0.19	0.1	1.00421869420467e-180	412
CYTOR	0	0.280151442741347	0.112	0.019	0	112597
C1orf43	1.80892294367692e-302	0.27963578664979	0.227	0.104	6.1550412081551e-298	25912
PRXL2A	7.52914383950514e-298	0.279364411795828	0.262	0.13	2.56186648283002e-293	84293
ARHGEF11	4.20083906730913e-239	0.279264909631696	0.415	0.266	1.4293775010426e-234	9826
RNF157	1.77588069238163e-301	0.279233407591877	0.145	0.05	6.04261164389773e-297	114804
PYROXD2	4.24730092929048e-254	0.278703272787376	0.128	0.046	1.44518661420038e-249	84795
COG2	0	0.278513120923392	0.232	0.105	0	22796
KDM6A	5.2455426776075e-145	0.278457355208165	0.591	0.47	1.78484835148273e-140	7403
VCP	8.7149341583238e-255	0.278089522626898	0.2	0.094	2.96534349671126e-250	7415
ARMC1	0	0.27801048399294	0.176	0.065	0	55156
WDR26	4.92317953549046e-269	0.277870252976222	0.403	0.247	1.67516106874598e-264	80232
UBE2R2	6.57862283037156e-58	0.277286145692684	0.451	0.389	2.23844220426223e-53	54926
FNDC3B	6.9433238119261e-09	0.277148496407434	0.821	0.8	0.000236253536024597	64778
STXBP4	3.16922981566573e-257	0.27680692284723	0.223	0.11	1.07836213707842e-252	252983
